# 20260616_120803
# initdata:	data/PbPb276_cc_(0,5)plus15/initdata.csv
# freezeout file: 	data/PbPb276_cc_(0,5)plus15/freezeout.csv
# particle mass:	1
# NpT:	400
# pTmax:	4
# epsabs:	0
# epsrel:	1e-05
# integr iter:	10000
pT,spec
0,32127.4
0.0100251,31602.8
0.0200501,30077.8
0.0300752,27692.3
0.0401003,24657.7
0.0501253,21225.1
0.0601504,17655.8
0.0701754,14185.1
0.0802005,11000.1
0.0902256,8225.38
0.100251,5922.88
0.110276,4101.65
0.120301,2733.8
0.130326,1770.66
0.140351,1154.5
0.150376,823.778
0.160401,713.481
0.170426,754.418
0.180451,875.536
0.190476,1011.13
0.200501,1111.1
0.210526,1149.59
0.220551,1127.01
0.230576,1063.23
0.240602,984.397
0.250627,909.596
0.260652,843.808
0.270677,780.362
0.280702,710.289
0.290727,632.017
0.300752,554.71
0.310777,493.023
0.320802,457.059
0.330827,444.814
0.340852,442.808
0.350877,434.762
0.360902,412.256
0.370927,379.651
0.380952,349.675
0.390977,333.016
0.401003,329.909
0.411028,330.113
0.421053,321.256
0.431078,298.745
0.441103,269.192
0.451128,245.148
0.461153,234.128
0.471178,233.353
0.481203,232.249
0.491228,221.845
0.501253,202.343
0.511278,182.473
0.521303,171.383
0.531328,170.459
0.541353,172.387
0.551378,168.121
0.561404,155.222
0.571429,139.804
0.581454,130.443
0.591479,129.938
0.601504,132.794
0.611529,130.72
0.621554,120.682
0.631579,107.662
0.641604,99.5114
0.651629,99.125
0.661654,101.738
0.671679,99.9344
0.681704,91.2259
0.691729,80.4367
0.701754,74.6208
0.711779,75.8042
0.721805,79.0621
0.73183,77.8057
0.741855,70.6432
0.75188,62.6303
0.761905,59.7154
0.77193,62.3955
0.781955,65.3251
0.79198,63.1593
0.802005,56.2332
0.81203,49.9744
0.822055,48.8415
0.83208,51.504
0.842105,52.4938
0.85213,48.3536
0.862155,41.4018
0.87218,37.0136
0.882206,37.6032
0.892231,40.0944
0.902256,39.61
0.912281,35.0548
0.922306,30.2383
0.932331,29.3833
0.942356,32.2764
0.952381,34.6087
0.962406,32.9794
0.972431,28.6978
0.982456,26.0533
0.992481,27.2185
1.00251,29.7893
1.01253,29.7327
1.02256,26.1299
1.03258,22.1132
1.04261,21.0427
1.05263,22.5866
1.06266,23.3399
1.07268,21.0619
1.08271,17.3568
1.09273,15.615
1.10276,16.8748
1.11278,18.6575
1.12281,18.1051
1.13283,15.4777
1.14286,13.7307
1.15288,14.7839
1.16291,17.1372
1.17293,17.7275
1.18296,15.6559
1.19298,13.1736
1.20301,12.801
1.21303,14.2382
1.22306,14.8761
1.23308,13.1492
1.24311,10.475
1.25313,9.41419
1.26316,10.4685
1.27318,11.5626
1.28321,10.7671
1.29323,8.73269
1.30326,7.77291
1.31328,8.85646
1.32331,10.3857
1.33333,10.2704
1.34336,8.57267
1.35338,7.35014
1.36341,7.96385
1.37343,9.3575
1.38346,9.46467
1.39348,7.88244
1.40351,6.32294
1.41353,6.36927
1.42356,7.47608
1.43358,7.78017
1.44361,6.57776
1.45363,5.20927
1.46366,5.25192
1.47368,6.44738
1.48371,7.07113
1.49373,6.20068
1.50376,4.87879
1.51378,4.68653
1.52381,5.65979
1.53383,6.28664
1.54386,5.5272
1.55388,4.15533
1.56391,3.69091
1.57393,4.4045
1.58396,5.04617
1.59398,4.59208
1.60401,3.62391
1.61404,3.50919
1.62406,4.52568
1.63409,5.45826
1.64411,5.18784
1.65414,4.1307
1.66416,3.62799
1.67419,4.14644
1.68421,4.70376
1.69424,4.23762
1.70426,3.03852
1.71429,2.33916
1.72431,2.67162
1.73434,3.22538
1.74436,3.02414
1.75439,2.27106
1.76441,2.03514
1.77444,2.74866
1.78446,3.59119
1.79449,3.59266
1.80451,2.93587
1.81454,2.68377
1.82456,3.31462
1.83459,4.05503
1.84461,3.89749
1.85464,2.9141
1.86466,2.11743
1.87469,2.11348
1.88471,2.38439
1.89474,2.11749
1.90476,1.37526
1.91479,0.99784
1.92481,1.42148
1.93484,2.07442
1.94486,2.16903
1.95489,1.76684
1.96491,1.64391
1.97494,2.1684
1.98496,2.75956
1.99499,2.66923
2.00501,1.99589
2.01504,1.54017
2.02506,1.72269
2.03509,2.05532
2.04511,1.86168
2.05514,1.21977
2.06516,0.835217
2.07519,1.06167
2.08521,1.44346
2.09524,1.38585
2.10526,0.983592
2.11529,0.853472
2.12531,1.23621
2.13534,1.64265
2.14536,1.53001
2.15539,1.04767
2.16541,0.815189
2.17544,1.06282
2.18546,1.34056
2.19549,1.18207
2.20551,0.770776
2.21554,0.676564
2.22556,1.04898
2.23559,1.40439
2.24561,1.29396
2.25564,0.908262
2.26566,0.784828
