# 20260615_161230
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155907_145/spectr.txt
# qmax:	4
# ma:	1.11429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.539269
# [=>] Eabc:	0.557145
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,251.96
0.0204082,252.737
0.0408163,253.837
0.0612245,255.767
0.0816327,258.148
0.102041,261.289
0.122449,264.639
0.142857,268.666
0.163265,273.424
0.183673,277.912
0.204082,282.86
0.22449,288.044
0.244898,293.183
0.265306,297.963
0.285714,302.347
0.306122,305.919
0.326531,309.737
0.346939,313.537
0.367347,315.817
0.387755,317.33
0.408163,320.349
0.428571,324.385
0.44898,331.857
0.469388,334.451
0.489796,330.572
0.510204,312.018
0.530612,283.004
0.55102,245.738
0.571429,205.166
0.591837,166.776
0.612245,134.997
0.632653,111.011
0.653061,92.8088
0.673469,80.0206
0.693878,70.4693
0.714286,62.3882
0.734694,55.7211
0.755102,49.8261
0.77551,44.3372
0.795918,39.3288
0.816327,83.8707
0.836735,31.5382
0.857143,28.3163
0.877551,25.6121
0.897959,23.004
0.918367,20.9264
0.938776,18.9562
0.959184,17.0749
0.979592,15.6
1,14.1878
