# 20260616_134704
qT,primespec
0,40303.2
0.004004,40116.7
0.00800801,39914.4
0.012012,39575.7
0.016016,38973.1
0.02002,38232
0.024024,37361.6
0.028028,36327.6
0.032032,35198.7
0.036036,33932.8
0.04004,32575.7
0.044044,31135.6
0.048048,29612.5
0.0520521,28046.8
0.0560561,26427.1
0.0600601,24785.4
0.0640641,23132.6
0.0680681,21475.6
0.0720721,19840.9
0.0760761,18227.4
0.0800801,16655
0.0840841,15132.5
0.0880881,13665.4
0.0920921,12267.7
0.0960961,10939.8
0.1001,9690.59
0.104104,8523.4
0.108108,7439.37
0.112112,6442.59
0.116116,5531.03
0.12012,4706.09
0.124124,3965.31
0.128128,3306.79
0.132132,2729.26
0.136136,2225.46
0.14014,1798.13
0.144144,1435.57
0.148148,1138.01
0.152152,906.681
0.156156,716.951
0.16016,593.288
0.164164,515.707
0.168168,464.554
0.172172,458.714
0.176176,484.57
0.18018,525.27
0.184184,585.778
0.188188,675.357
0.192192,770.097
0.196196,873.511
0.2002,980.457
0.204204,1084.89
0.208208,1187.58
0.212212,1280.62
0.216216,1367.16
0.22022,1440.94
0.224224,1501.91
0.228228,1552.31
0.232232,1581.63
0.236236,1602.27
0.24024,1611.97
0.244244,1605.85
0.248248,1589.25
0.252252,1567.8
0.256256,1533.61
0.26026,1492.76
0.264264,1448.77
0.268268,1399.63
0.272272,1349.4
0.276276,1297.3
0.28028,1244.81
0.284284,1192.94
0.288288,1141.43
0.292292,1091.17
0.296296,1042.04
0.3003,994.275
0.304304,947.941
0.308308,903.087
0.312312,860.103
0.316316,818.662
0.32032,779.621
0.324324,743
0.328328,708.848
0.332332,678.589
0.336336,651.014
0.34034,627.668
0.344344,608.51
0.348348,592.538
0.352352,581.798
0.356356,573.294
0.36036,568.793
0.364364,568.416
0.368368,568.246
0.372372,568.481
0.376376,570.924
0.38038,573.12
0.384384,573.442
0.388388,573.607
0.392392,573.34
0.396396,570.014
0.4004,564.954
0.404404,558.949
0.408408,551.145
0.412412,542.984
0.416416,534.131
0.42042,525.323
0.424424,517.125
0.428428,509.336
0.432432,502.578
0.436436,496.71
0.44044,491.458
0.444444,486.847
0.448448,482.661
0.452452,478.134
0.456456,473.346
0.46046,467.975
0.464464,461.502
0.468468,453.915
0.472472,445.481
0.476476,435.791
0.48048,425.485
0.484484,414.907
0.488488,404.038
0.492492,393.931
0.496496,384.294
0.500501,375.776
0.504505,368.769
0.508509,362.763
0.512513,358.227
0.516517,354.819
0.520521,351.964
0.524525,349.499
0.528529,347.326
0.532533,344.662
0.536537,341.317
0.540541,337.317
0.544545,332.36
0.548549,326.321
0.552553,319.865
0.556557,312.697
0.560561,305.508
0.564565,298.762
0.568569,292.342
0.572573,287.276
0.576577,282.981
0.580581,279.946
0.584585,278.444
0.588589,277.423
0.592593,277.146
0.596597,277.134
0.600601,277.122
0.604605,276.674
0.608609,275.191
0.612613,273.17
0.616617,269.707
0.620621,265.231
0.624625,260.185
0.628629,254.263
0.632633,248.497
0.636637,242.68
0.640641,237.485
0.644645,233.368
0.648649,229.885
0.652653,228.023
0.656657,226.98
0.660661,226.435
0.664665,226.525
0.668669,226.827
0.672673,226.908
0.676677,226.202
0.680681,224.893
0.684685,222.798
0.688689,219.203
0.692693,215.079
0.696697,210.059
0.700701,204.665
0.704705,199.476
0.708709,194.333
0.712713,190.17
0.716717,186.611
0.720721,184.005
0.724725,182.714
0.728729,181.849
0.732733,181.454
0.736737,181.334
0.740741,181.214
0.744745,180.681
0.748749,179.299
0.752753,177.457
0.756757,174.539
0.760761,170.868
0.764765,166.9
0.768769,162.419
0.772773,158.286
0.776777,154.328
0.780781,151.029
0.784785,148.796
0.788789,147.023
0.792793,146.474
0.796797,146.527
0.800801,146.615
0.804805,146.717
0.808809,146.844
0.812813,146.86
0.816817,145.912
0.820821,144.225
0.824825,142.153
0.828829,139.263
0.832833,136.322
0.836837,133.221
0.840841,130.412
0.844845,128.354
0.848849,126.624
0.852853,126.055
0.856857,126.216
0.860861,126.53
0.864865,127.123
0.868869,128.152
0.872873,128.576
0.876877,128.346
0.880881,127.851
0.884885,126.771
0.888889,124.341
0.892893,121.566
0.896897,118.309
0.900901,114.917
0.904905,111.941
0.908909,109.143
0.912913,107.449
0.916917,106.476
0.920921,105.914
0.924925,106.074
0.928929,106.827
0.932933,107.408
0.936937,107.744
0.940941,107.955
0.944945,107.624
0.948949,106.11
0.952953,104.176
0.956957,101.503
0.960961,98.3601
0.964965,95.3492
0.968969,92.2749
0.972973,89.998
0.976977,88.2416
0.980981,87.1083
0.984985,87.0892
0.988989,87.4866
0.992993,88.0054
0.996997,88.9208
1.001,89.7651
1.00501,89.7974
1.00901,89.4812
1.01301,88.9698
1.01702,87.5277
1.02102,85.4093
1.02503,83.2896
1.02903,80.9294
1.03303,79.0894
1.03704,77.6297
1.04104,76.6524
1.04505,76.6434
1.04905,77.098
1.05305,77.7125
1.05706,78.82
1.06106,79.9462
1.06507,80.267
1.06907,80.4074
1.07307,80.4434
1.07708,79.5155
1.08108,77.7963
1.08509,76.0014
1.08909,73.8251
1.09309,71.9167
1.0971,70.1853
1.1011,68.9029
1.10511,68.6243
1.10911,68.5297
1.11311,68.5037
1.11712,68.9589
1.12112,69.5674
1.12513,69.6107
1.12913,69.3551
1.13313,68.9356
1.13714,67.74
1.14114,65.876
1.14515,63.922
1.14915,61.6391
1.15315,59.6459
1.15716,57.84
1.16116,56.4925
1.16517,56.2045
1.16917,56.1174
1.17317,56.0917
1.17718,56.6348
1.18118,57.3933
1.18519,57.5099
1.18919,57.4886
1.19319,57.4457
1.1972,56.6601
1.2012,55.1805
1.20521,53.6634
1.20921,51.8602
1.21321,50.3615
1.21722,49.1456
1.22122,48.2741
1.22523,48.2126
1.22923,48.5509
1.23323,49.0362
1.23724,49.9219
1.24124,50.9631
1.24525,51.4725
1.24925,51.7945
1.25325,51.9207
1.25726,51.3902
1.26126,50.3127
1.26527,49.1639
1.26927,47.7269
1.27327,46.5551
1.27728,45.6944
1.28128,45.0835
1.28529,45.0589
1.28929,45.4454
1.29329,45.9518
1.2973,46.6917
1.3013,47.4306
1.30531,47.5371
1.30931,47.4057
1.31331,47.1753
1.31732,46.3201
1.32132,44.8594
1.32533,43.4109
1.32933,41.7825
1.33333,40.4644
1.33734,39.474
1.34134,38.7608
1.34535,38.6795
1.34935,38.8715
1.35335,39.1186
1.35736,39.4452
1.36136,39.7666
1.36537,39.7512
1.36937,39.2517
1.37337,38.5208
1.37738,37.3903
1.38138,35.9054
1.38539,34.5292
1.38939,33.0902
1.39339,32.1818
1.3974,31.8355
1.4014,31.6252
1.40541,31.697
1.40941,32.3729
1.41341,33.1378
1.41742,33.7919
1.42142,34.3498
1.42543,34.407
1.42943,34.0748
1.43343,33.5703
1.43744,32.706
1.44144,31.5541
1.44545,30.6268
1.44945,29.7443
1.45345,29.3058
1.45746,29.4282
1.46146,29.7454
1.46547,30.2177
1.46947,31.1407
1.47347,31.9913
1.47748,32.5286
1.48148,32.9272
1.48549,32.9286
1.48949,32.3783
1.49349,31.6077
1.4975,30.6109
1.5015,29.4341
1.50551,28.5458
1.50951,27.7559
1.51351,27.3621
1.51752,27.4534
1.52152,27.6886
1.52553,28.0011
1.52953,28.5459
1.53353,28.8922
1.53754,28.812
1.54154,28.5778
1.54555,28.1759
1.54955,27.1933
1.55355,26.0544
1.55756,24.913
1.56156,23.8078
1.56557,23.1899
1.56957,22.7778
1.57357,22.5861
1.57758,22.7902
1.58158,23.2552
1.58559,23.6301
1.58959,23.9817
1.59359,24.1752
1.5976,23.9677
1.6016,23.4194
1.60561,22.7443
1.60961,21.7228
1.61361,20.7373
1.61762,19.921
1.62162,19.2496
1.62563,19.1246
1.62963,19.3153
1.63363,19.6264
1.63764,20.1879
1.64164,21.0005
1.64565,21.5446
1.64965,21.9487
1.65365,22.1578
1.65766,21.9678
1.66166,21.4633
1.66567,20.8977
1.66967,20.1255
1.67367,19.5148
1.67768,19.2379
1.68168,19.0522
1.68569,19.0546
1.68969,19.4599
1.69369,19.9855
1.6977,20.4639
1.7017,20.9226
1.70571,21.0187
1.70971,20.8263
1.71371,20.5029
1.71772,19.9258
1.72172,19.0487
1.72573,18.2819
1.72973,17.497
1.73373,17.0423
1.73774,17.0422
1.74174,17.0763
1.74575,17.1706
1.74975,17.6304
1.75375,18.0323
1.75776,18.0732
1.76176,18.0908
1.76577,18.0436
1.76977,17.4647
1.77377,16.6647
1.77778,15.8473
1.78178,14.9758
1.78579,14.4413
1.78979,14.0748
1.79379,13.8845
1.7978,14.024
1.8018,14.4261
1.80581,14.823
1.80981,15.285
1.81381,15.5896
1.81782,15.5416
1.82182,15.3543
1.82583,15.0751
1.82983,14.4708
1.83383,13.8341
1.83784,13.3618
1.84184,12.9645
1.84585,12.8767
1.84985,13.0954
1.85385,13.4498
1.85786,13.9371
1.86186,14.5936
1.86587,15.0138
1.86987,15.2845
1.87387,15.4309
1.87788,15.2853
1.88188,14.8385
1.88589,14.3612
1.88989,13.7505
1.89389,13.2906
1.8979,13.1659
1.9019,13.0954
1.90591,13.1026
1.90991,13.4497
1.91391,13.9003
1.91792,14.2016
1.92192,14.4599
1.92593,14.5164
1.92993,14.2452
1.93393,13.8056
1.93794,13.2386
1.94194,12.4934
1.94595,11.9097
1.94995,11.4002
1.95395,11.0955
1.95796,11.1349
1.96196,11.3137
1.96597,11.5395
1.96997,11.9305
1.97397,12.241
1.97798,12.2343
1.98198,12.1441
1.98599,11.9866
1.98999,11.4755
1.99399,10.8321
1.998,10.2374
2.002,9.65455
2.00601,9.47696
2.01001,9.48744
2.01401,9.5108
2.01802,9.68787
2.02202,10.166
2.02603,10.5407
2.03003,10.8124
2.03403,10.9803
2.03804,10.9064
2.04204,10.6221
2.04605,10.295
2.05005,9.81999
2.05405,9.45358
2.05806,9.40144
2.06206,9.38255
2.06607,9.39336
2.07007,9.73755
2.07407,10.248
2.07808,10.6627
2.08208,11.0691
2.08609,11.2015
2.09009,11.1058
2.09409,10.9241
2.0981,10.6035
2.1021,10.0602
2.10611,9.62224
2.11011,9.25482
2.11411,9.02129
2.11812,9.05663
2.12212,9.24725
2.12613,9.4796
2.13013,9.84561
2.13413,10.1507
2.13814,10.159
2.14214,10.0921
2.14615,9.97408
2.15015,9.53356
2.15415,8.9352
2.15816,8.38184
2.16216,7.81663
2.16617,7.53761
2.17017,7.43212
2.17417,7.37729
2.17818,7.45921
2.18218,7.74751
2.18619,7.94259
2.19019,8.0287
2.19419,8.07788
2.1982,7.98803
2.2022,7.63711
2.20621,7.25933
2.21021,6.79403
2.21421,6.43312
2.21822,6.37213
2.22222,6.35147
2.22623,6.35313
2.23023,6.6316
2.23423,7.07556
2.23824,7.42909
2.24224,7.77617
2.24625,7.90508
2.25025,7.84205
2.25425,7.71689
2.25826,7.49884
2.26226,7.12233
2.26627,6.88138
2.27027,6.76472
2.27427,6.6972
2.27828,6.76935
2.28228,7.08997
2.28629,7.43711
2.29029,7.82528
2.29429,8.13746
2.2983,8.15819
2.3023,8.10436
2.30631,8.01226
2.31031,7.66809
2.31431,7.19237
2.31832,6.78287
2.32232,6.37406
2.32633,6.21843
2.33033,6.21988
2.33433,6.22355
2.33834,6.28467
2.34234,6.49478
2.34635,6.60212
2.35035,6.55662
2.35435,6.45657
2.35836,6.2595
2.36236,5.84109
2.36637,5.42548
2.37037,4.98004
2.37437,4.64441
2.37838,4.59423
2.38238,4.5846
2.38639,4.58409
2.39039,4.77493
2.39439,5.07008
2.3984,5.21924
2.4024,5.3219
2.40641,5.35826
2.41041,5.20298
2.41441,4.93
2.41842,4.65307
2.42242,4.32776
2.42643,4.18977
2.43043,4.21218
2.43443,4.26582
2.43844,4.39945
2.44244,4.76108
2.44645,5.12595
2.45045,5.44937
2.45445,5.70084
2.45846,5.72129
2.46246,5.66122
2.46647,5.5709
2.47047,5.34456
2.47447,5.0959
2.47848,5.02043
2.48248,4.98728
2.48649,4.97678
2.49049,5.13553
2.49449,5.4172
2.4985,5.62985
2.5025,5.82903
2.50651,5.91578
2.51051,5.81158
2.51451,5.59299
2.51852,5.3064
2.52252,4.86774
2.52653,4.47568
2.53053,4.12467
2.53453,3.86822
2.53854,3.83989
