# 20251208_110717
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_105529_008/spectr.txt
# qmax:	4
# ma:	0.331429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.0886639
# [=>] Eabc:	0.165714
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,25604.5
0.0204082,26004.2
0.0408163,28013.6
0.0612245,34103
0.0816327,39569.6
0.102041,13970.3
0.122449,2323.3
0.142857,1542.03
0.163265,788.418
0.183673,484.456
0.204082,309.631
0.22449,200.193
0.244898,140.607
0.265306,101.643
0.285714,69.47
0.306122,53.1032
0.326531,41.8757
0.346939,29.9281
0.367347,24.1848
0.387755,20.4427
0.408163,15.3661
0.428571,12.8446
0.44898,11.3226
0.469388,8.94463
0.489796,7.84214
0.510204,7.00576
0.530612,5.70494
0.55102,5.18503
0.571429,4.70209
0.591837,3.9745
0.612245,3.70216
0.632653,3.35033
0.653061,2.96853
0.673469,2.82376
0.693878,2.50362
0.714286,2.27554
0.734694,2.20857
0.755102,1.99724
0.77551,1.88365
0.795918,1.81081
0.816327,1.63085
0.836735,1.55864
0.857143,1.50677
0.877551,1.38506
0.897959,1.33729
0.918367,1.28232
0.938776,1.20661
0.959184,1.15004
0.979592,1.09307
1,1.01041
