# 20260616_134252
# primespec:	data/PbPb276_cc_(0,5)plus15/primaryspec/spec_20260616_120803_125/spectr.txt
# qmax:	4
# ma:	1
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.48
# [=>] Eabc:	0.5
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,840.573
0.0204082,840.562
0.0408163,843.567
0.0612245,849.037
0.0816327,857.025
0.102041,866.95
0.122449,879.037
0.142857,892.841
0.163265,908.993
0.183673,927.564
0.204082,947.061
0.22449,969.103
0.244898,991.938
0.265306,1016.88
0.285714,1044.11
0.306122,1072.54
0.326531,1104.04
0.346939,1138.88
0.367347,1184.36
0.387755,1222.77
0.408163,1274.29
0.428571,1423.11
0.44898,1600.77
0.469388,1528.68
0.489796,1122.48
0.510204,690.862
0.530612,392.504
0.55102,283.118
0.571429,247.921
0.591837,213.572
0.612245,176.589
0.632653,146.17
0.653061,123.694
0.673469,107.394
0.693878,92.8263
0.714286,80.7379
0.734694,70.2575
0.755102,61.061
0.77551,53.6543
0.795918,47.3393
0.816327,42.1266
0.836735,37.3083
0.857143,33.1164
0.877551,29.4689
0.897959,26.2945
0.918367,23.5686
0.938776,21.2579
0.959184,19.1574
0.979592,17.2846
1,15.6638
