# 20260616_164301
qT,primespec
0,107889
0.004004,106731
0.00800801,105482
0.012012,103405
0.016016,99754.8
0.02002,95348
0.024024,90284.4
0.028028,84430.7
0.032032,78240.3
0.036036,71552.7
0.04004,64682.2
0.044044,57737.5
0.048048,50784.7
0.0520521,44059.5
0.0560561,37574
0.0600601,31480.3
0.0640641,25862.8
0.0680681,20752.3
0.0720721,16220.5
0.0760761,12290
0.0800801,8938.99
0.0840841,6219.81
0.0880881,4042.56
0.0920921,2297.84
0.0960961,1039.46
0.1001,460.987
0.104104,193.725
0.108108,90.828
0.112112,95.1817
0.116116,317.949
0.12012,964.919
0.124124,1496.1
0.128128,2034.84
0.132132,2543.21
0.136136,3030.16
0.14014,3430.64
0.144144,3755.02
0.148148,4007.05
0.152152,4071.74
0.156156,4086.88
0.16016,4092.58
0.164164,3998.73
0.168168,3778.03
0.172172,3540.43
0.176176,3250.31
0.18018,2937.04
0.184184,2615.93
0.188188,2287.4
0.192192,1974.99
0.196196,1675.47
0.2002,1405.83
0.204204,1165.59
0.208208,959.042
0.212212,797.306
0.216216,661.277
0.22022,572.259
0.224224,520.581
0.228228,486.178
0.232232,481.835
0.236236,499.921
0.24024,526.898
0.244244,561.556
0.248248,606.376
0.252252,645.569
0.256256,682.83
0.26026,709.184
0.264264,721.591
0.268268,729.763
0.272272,729.822
0.276276,716.079
0.28028,696.307
0.284284,673.058
0.288288,644.361
0.292292,616.838
0.296296,589.489
0.3003,564.326
0.304304,542.784
0.308308,523.534
0.312312,506.54
0.316316,491.876
0.32032,477.6
0.324324,462.774
0.328328,447.658
0.332332,431.128
0.336336,412.756
0.34034,393.865
0.344344,374.547
0.348348,355.366
0.352352,338.943
0.356356,323.821
0.36036,312.707
0.364364,306.009
0.368368,301.242
0.372372,300.361
0.376376,301.757
0.38038,302.929
0.384384,302.908
0.388388,302.736
0.392392,301.941
0.396396,295.931
0.4004,286.991
0.404404,276.257
0.408408,262.626
0.412412,249.252
0.416416,235.334
0.42042,223.283
0.424424,213.898
0.428428,206.28
0.432432,203.092
0.436436,201.673
0.44044,201.024
0.444444,201.168
0.448448,201.514
0.452452,201.364
0.456456,198.11
0.46046,192.911
0.464464,185.99
0.468468,176.443
0.472472,166.908
0.476476,156.63
0.48048,147.915
0.484484,141.644
0.488488,136.716
0.492492,135.566
0.496496,136.603
0.500501,138.275
0.504505,140.884
0.508509,144.325
0.512513,145.318
0.516517,144.533
0.520521,143.044
0.524525,139.506
0.528529,132.751
0.532533,125.927
0.536537,118.351
0.540541,112.008
0.544545,108.04
0.548549,105.051
0.552553,104.4
0.556557,106.089
0.560561,108.578
0.564565,111.238
0.568569,114.176
0.572573,114.992
0.576577,113.715
0.580581,111.404
0.584585,107.314
0.588589,100.473
0.592593,93.7307
0.596597,86.4971
0.600601,80.6132
0.604605,77.1439
0.608609,74.5884
0.612613,73.9973
0.616617,75.4179
0.620621,77.3838
0.624625,78.9614
0.628629,80.4607
0.632633,80.8039
0.636637,78.7939
0.640641,75.4471
0.644645,71.0529
0.648649,65.0729
0.652653,59.8085
0.656657,54.433
0.660661,51.0831
0.664665,50.9541
0.668669,51.1232
0.672673,51.5379
0.676677,54.3105
0.680681,57.838
0.684685,59.8481
0.688689,61.4298
0.692693,61.8121
0.696697,60.0564
0.700701,57.2338
0.704705,53.8908
0.708709,49.7725
0.712713,47.0585
0.716717,45.2282
0.720721,44.1812
0.724725,44.7393
0.728729,46.8557
0.732733,49.0832
0.736737,51.716
0.740741,53.6904
0.744745,53.5749
0.748749,52.5925
0.752753,51.0811
0.756757,47.4218
0.760761,42.8951
0.764765,38.6887
0.768769,34.5441
0.772773,32.465
0.776777,31.5429
0.780781,31.0617
0.784785,31.6111
0.788789,33.5009
0.792793,34.8344
0.796797,35.5218
0.800801,35.9223
0.804805,35.3182
0.808809,33.056
0.812813,30.581
0.816817,27.4393
0.820821,24.9218
0.824825,24.0976
0.828829,23.628
0.832833,23.5473
0.836837,25.2147
0.840841,27.9107
0.844845,30.2052
0.848849,32.5685
0.852853,33.4328
0.856857,33.0332
0.860861,32.2231
0.864865,30.649
0.868869,27.7015
0.872873,25.1669
0.876877,22.849
0.880881,21.3178
0.884885,21.3343
0.888889,21.9284
0.892893,22.7343
0.896897,24.3102
0.900901,25.799
0.904905,25.8676
0.908909,25.5106
0.912913,24.9043
0.916917,22.7763
0.920921,19.9149
0.924925,17.2213
0.928929,14.4977
0.932933,13.5399
0.936937,13.5366
0.940941,13.5351
0.944945,14.013
0.948949,15.9376
0.952953,17.6326
0.956957,18.7225
0.960961,19.4505
0.964965,19.2445
0.968969,18.1088
0.972973,16.8187
0.976977,15.054
0.980981,13.6766
0.984985,13.5807
0.988989,13.7954
0.992993,14.1653
0.996997,15.6102
1.001,17.7305
1.00501,19.1916
1.00901,20.4546
1.01301,20.9301
1.01702,20.1875
1.02102,18.7751
1.02503,16.9658
1.02903,14.413
1.03303,12.3416
1.03704,10.5727
1.04104,9.41511
1.04505,9.37383
1.04905,9.7437
1.05305,10.2071
1.05706,10.8929
1.06106,11.5321
1.06507,11.4812
1.06907,10.8503
1.07307,10.0151
1.07708,8.54509
1.08108,7.17052
1.08509,6.63963
1.08909,6.33195
1.09309,6.234
1.0971,7.11663
1.1011,8.89621
1.10511,10.581
1.10911,12.4827
1.11311,13.5446
1.11712,13.7859
1.12112,13.9141
1.12513,13.6315
1.12913,12.3194
1.13313,11.0834
1.13714,10.0163
1.14114,9.24194
1.14515,9.22169
1.14915,9.6131
1.15315,10.1126
1.15716,10.8352
1.16116,11.535
1.16517,11.5466
1.16917,11.048
1.17317,10.3161
1.17718,8.88518
1.18118,7.13994
1.18519,5.64777
1.18919,4.24141
1.19319,3.70843
1.1972,3.86063
1.2012,4.20946
1.20521,4.7626
1.20921,5.86012
1.21321,6.71882
1.21722,7.03379
1.22122,7.22421
1.22523,7.0876
1.22923,6.32893
1.23323,5.68283
1.23724,5.27583
1.24124,4.99583
1.24525,5.0936
1.24925,5.89851
1.25325,6.94788
1.25726,8.17696
1.26126,9.40335
1.26527,9.68517
1.26927,9.74655
1.27327,9.76675
1.27728,8.97609
1.28128,7.54344
1.28529,6.23117
1.28929,4.83938
1.29329,4.16534
1.2973,4.03549
1.3013,3.96552
1.30531,4.07592
1.30931,4.74163
1.31331,5.2425
1.31732,5.27579
1.32132,5.29316
1.32533,5.14913
1.32933,4.36519
1.33333,3.62683
1.33734,3.04324
1.34134,2.61992
1.34535,2.62596
1.34935,3.10831
1.35335,3.80166
1.35736,4.6829
1.36136,5.69468
1.36537,6.11714
1.36937,6.32267
1.37337,6.40382
1.37738,5.93966
1.38138,5.0525
1.38539,4.25457
1.38939,3.39914
1.39339,3.00985
1.3974,3.06035
1.4014,3.19157
1.40541,3.42849
1.40941,4.00704
1.41341,4.40923
1.41742,4.37422
1.42142,4.27418
1.42543,4.0234
1.42943,3.24624
1.43343,2.52492
1.43744,1.93556
1.44144,1.51813
1.44545,1.49597
1.44945,1.86001
1.45345,2.41792
1.45746,3.11012
1.46146,3.9381
1.46547,4.30926
1.46947,4.48847
1.47347,4.56318
1.47748,4.24805
1.48148,3.64527
1.48549,3.19994
1.48949,2.8001
1.49349,2.60755
1.4975,2.77257
1.5015,3.18047
1.50551,3.61845
1.50951,4.19394
1.51351,4.55362
1.51752,4.47646
1.52152,4.25678
1.52553,3.88633
1.52953,3.04702
1.53353,2.20802
1.53754,1.37532
1.54154,0.824811
1.54555,0.747632
1.54955,0.843602
1.55355,1.00617
1.55756,1.32185
1.56156,1.81356
1.56557,1.98826
1.56957,2.0235
1.57357,2.03744
1.57758,1.83564
1.58158,1.51265
1.58559,1.44856
1.58959,1.534
1.59359,1.68876
1.5976,2.07426
1.6016,2.82886
1.60561,3.51803
1.60961,4.19172
1.61361,4.59073
1.61762,4.52431
1.62162,4.31666
1.62563,3.98264
1.62963,3.23995
1.63363,2.51118
1.63764,1.87113
1.64164,1.39088
1.64565,1.30191
1.64965,1.35409
1.65365,1.437
1.65766,1.57882
1.66166,1.76868
1.66567,1.80202
1.66967,1.62249
1.67367,1.36806
1.67768,0.974069
1.68168,0.618762
1.68569,0.55487
1.68969,0.621404
1.69369,0.747853
1.6977,1.03773
1.7017,1.65009
1.70571,2.18942
1.70971,2.63686
1.71371,2.89854
1.71772,2.82336
1.72172,2.59446
1.72573,2.29198
1.72973,1.77279
1.73373,1.3936
1.73774,1.23059
1.74174,1.12508
1.74575,1.1235
1.74975,1.36068
1.75375,1.65996
1.75776,1.79276
1.76176,1.8879
1.76577,1.88391
1.76977,1.596
1.77377,1.22864
1.77778,0.81183
1.78178,0.478493
1.78579,0.419179
1.78979,0.518859
1.79379,0.710607
1.7978,1.02119
1.8018,1.55512
1.80581,1.97139
1.80981,2.26521
1.81381,2.43062
1.81782,2.34355
1.82182,2.08863
1.82583,1.814
1.82983,1.43952
1.83383,1.21899
1.83784,1.22583
1.84184,1.27327
1.84585,1.35621
1.84985,1.61531
1.85385,1.86
1.85786,1.85912
1.86186,1.81873
1.86587,1.73293
1.86987,1.37002
1.87387,0.935032
1.87788,0.464698
1.88188,0.172798
1.88589,0.129902
1.88989,0.18821
1.89389,0.317125
1.8979,0.513801
1.9019,0.842736
1.90591,1.05497
1.90991,1.1519
1.91391,1.20159
1.91792,1.12623
1.92192,0.957367
1.92593,0.905137
1.92993,0.931266
1.93393,0.984606
1.93794,1.14285
1.94194,1.52738
1.94595,1.90218
1.94995,2.25243
1.95395,2.49149
1.95796,2.4593
1.96196,2.30392
1.96597,2.08043
1.96997,1.62887
1.97397,1.15337
1.97798,0.716226
1.98198,0.395252
1.98599,0.326318
1.98999,0.353367
1.99399,0.403736
1.998,0.490792
2.002,0.639181
2.00601,0.696626
2.01001,0.638953
2.01401,0.543922
2.01802,0.386195
2.02202,0.219076
2.02603,0.180825
2.03003,0.235619
2.03403,0.355264
2.03804,0.54104
2.04204,0.872477
2.04605,1.16041
2.05005,1.36245
2.05405,1.48775
2.05806,1.43897
2.06206,1.24498
2.06607,1.01509
2.07007,0.673133
2.07407,0.433596
2.07808,0.332035
2.08208,0.269168
2.08609,0.256544
2.09009,0.363289
2.09409,0.548617
2.0981,0.627306
2.1021,0.678106
2.10611,0.687298
2.11011,0.554789
2.11411,0.394517
2.11812,0.274233
2.12212,0.179748
2.12613,0.157415
2.13013,0.253594
2.13413,0.490661
2.13814,0.743488
2.14214,1.04867
2.14615,1.22323
2.15015,1.287
2.15415,1.32025
2.15816,1.24972
2.16216,1.0044
2.16617,0.76665
2.17017,0.493032
2.17417,0.34103
2.17818,0.332429
2.18218,0.339929
2.18619,0.354503
2.19019,0.437838
2.19419,0.544243
2.1982,0.543321
2.2022,0.492507
2.20621,0.415727
2.21021,0.218262
2.21421,0.101396
2.21822,0.0702081
2.22222,0.0544062
2.22623,0.0513321
2.23023,0.120874
2.23423,0.36761
2.23824,0.55972
2.24224,0.720163
2.24625,0.778767
2.25025,0.745455
2.25425,0.684127
2.25826,0.588122
2.26226,0.454201
2.26627,0.407016
2.27027,0.442045
2.27427,0.515393
2.27828,0.631788
2.28228,0.848868
2.28629,1.0221
2.29029,1.11348
2.29429,1.16955
2.2983,1.12891
2.3023,0.93933
2.30631,0.721877
2.31031,0.441057
2.31431,0.233813
2.31832,0.125767
2.32232,0.0643169
2.32633,0.0498113
2.33033,0.0964803
2.33433,0.231946
2.33834,0.303986
2.34234,0.346546
2.34635,0.360068
2.35035,0.284706
2.35435,0.196584
2.35836,0.150788
2.36236,0.118604
2.36637,0.108724
2.37037,0.174064
2.37437,0.353152
2.37838,0.526634
2.38238,0.712997
2.38639,0.798006
2.39039,0.785435
2.39439,0.755652
2.3984,0.675003
2.4024,0.475767
2.40641,0.2971
2.41041,0.12024
2.41441,0.0502126
2.41842,0.0528765
2.42242,0.106495
2.42643,0.197823
2.43043,0.300008
2.43443,0.400542
2.43844,0.408837
2.44244,0.380575
2.44645,0.339452
2.45045,0.232329
2.45445,0.152107
2.45846,0.150295
2.46246,0.1903
2.46647,0.257322
2.47047,0.392106
2.47447,0.608726
2.47848,0.768685
2.48248,0.904215
2.48649,0.961424
2.49049,0.907154
2.49449,0.796241
2.4985,0.651531
2.5025,0.445747
2.50651,0.284157
2.51051,0.148042
2.51451,0.0817636
2.51852,0.0807732
2.52252,0.113
2.52653,0.148686
2.53053,0.169249
2.53453,0.18401
2.53854,0.167356
2.54254,0.0975649
2.54655,0.0548694
2.55055,0.032007
2.55455,0.020651
2.55856,0.0256097
2.56256,0.0983285
2.56657,0.289437
2.57057,0.447678
2.57457,0.591301
2.57858,0.628734
2.58258,0.640958
2.58659,0.64504
2.59059,0.560233
2.59459,0.426756
2.5986,0.330983
2.6026,0.248041
2.60661,0.215584
2.61061,0.248085
2.61461,0.322843
2.61862,0.399921
2.62262,0.494904
2.62663,0.54742
2.63063,0.526879
2.63463,0.478064
2.63864,0.405662
2.64264,0.274952
2.64665,0.146592
2.65065,0.0152874
2.65465,0.000890468
2.65866,0.000904221
2.66266,0.0151517
2.66667,0.123992
2.67067,0.193429
2.67467,0.249582
2.67868,0.254349
2.68268,0.226766
2.68669,0.188714
2.69069,0.113024
2.69469,0.0600408
2.6987,0.0553255
