# 20250803_185218
# primespec:	data/examplescenario/primaryspec/spec_20250803_184710_041/spectr.txt
# qmax:	4
# ma:	0.52
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.219089
# [=>] Eabc:	0.26
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,2435.94
0.0204082,2441.65
0.0408163,2475.5
0.0612245,2533.64
0.0816327,2611.19
0.102041,2705.92
0.122449,2808.77
0.142857,2918.65
0.163265,3080.95
0.183673,3255.78
0.204082,3117.21
0.22449,2382.4
0.244898,1462.43
0.265306,877.366
0.285714,578.337
0.306122,416.952
0.326531,314.758
0.346939,236.425
0.367347,182.224
0.387755,140.067
0.408163,110.231
0.428571,86.477
0.44898,69.6599
0.469388,56.1596
0.489796,46.5061
0.510204,38.1308
0.530612,31.8619
0.55102,26.1154
0.571429,21.9373
0.591837,18.2825
0.612245,15.7022
0.632653,13.426
0.653061,11.5629
0.673469,9.90342
0.693878,8.47751
0.714286,7.33575
0.734694,6.3973
0.755102,5.688
0.77551,4.98649
0.795918,4.37794
0.816327,3.80712
0.836735,3.38266
0.857143,2.9909
0.877551,2.70465
0.897959,2.41674
0.918367,2.16914
0.938776,1.90398
0.959184,1.73024
0.979592,1.55464
1,1.43559
