# 20260615_153202
# primespec:	data/AuAu200_cc_(0,5)plus10/primaryspec/spec_20260615_151614_125/spectr.txt
# qmax:	4
# ma:	1
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.48
# [=>] Eabc:	0.5
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,350.969
0.0204082,351.799
0.0408163,353.26
0.0612245,355.584
0.0816327,359.33
0.102041,364.446
0.122449,370.115
0.142857,376.282
0.163265,384.189
0.183673,391.48
0.204082,399.155
0.22449,408.047
0.244898,415.155
0.265306,422.177
0.285714,429.211
0.306122,435.224
0.326531,441.985
0.346939,447.56
0.367347,450.819
0.387755,453.546
0.408163,451.287
0.428571,439.881
0.44898,412.997
0.469388,371.763
0.489796,327.568
0.510204,277.85
0.530612,228.963
0.55102,187.523
0.571429,155.06
0.591837,129.341
0.612245,109.007
0.632653,93.4272
0.653061,80.14
0.673469,69.2556
0.693878,60.5885
0.714286,52.7648
0.734694,46.348
0.755102,40.8644
0.77551,36.025
0.795918,32.0807
0.816327,28.7282
0.836735,25.5224
0.857143,22.9533
0.877551,20.6323
0.897959,18.3318
0.918367,16.6209
0.938776,14.8393
0.959184,13.3461
0.979592,12.108
1,10.8518
