# 20251205_150933
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_145833_042/spectr.txt
# qmax:	4
# ma:	0.525714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.222472
# [=>] Eabc:	0.262857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,4164.25
0.0204082,4184.07
0.0408163,4244.77
0.0612245,4344.63
0.0816327,4488.33
0.102041,4674.68
0.122449,4924.22
0.142857,5248.53
0.163265,5676.47
0.183673,6452
0.204082,7602.69
0.22449,5913.13
0.244898,2622.71
0.265306,1089.35
0.285714,730.93
0.306122,511.62
0.326531,363.913
0.346939,268.815
0.367347,201.655
0.387755,155.619
0.408163,120.626
0.428571,96.2888
0.44898,75.9211
0.469388,61.6919
0.489796,49.8726
0.510204,41.369
0.530612,34.3452
0.55102,28.4113
0.571429,23.8176
0.591837,19.8411
0.612245,17.1915
0.632653,14.6909
0.653061,12.6589
0.673469,10.6641
0.693878,9.2735
0.714286,8.17539
0.734694,7.18493
0.755102,6.3177
0.77551,5.4587
0.795918,4.86019
0.816327,4.31631
0.836735,3.8839
0.857143,3.39632
0.877551,3.03945
0.897959,2.76699
0.918367,2.48354
0.938776,2.21732
0.959184,1.96768
0.979592,1.81636
1,1.67525
