# 20260615_161022
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155745_077/spectr.txt
# qmax:	4
# ma:	0.725714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.334761
# [=>] Eabc:	0.362857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,444.211
0.0204082,442.506
0.0408163,446.018
0.0612245,452.905
0.0816327,459.94
0.102041,470.66
0.122449,481.495
0.142857,491.155
0.163265,502.68
0.183673,513.136
0.204082,521.177
0.22449,528.327
0.244898,537.73
0.265306,550.046
0.285714,543.743
0.306122,517.267
0.326531,457.775
0.346939,375.923
0.367347,289.375
0.387755,219.919
0.408163,169.825
0.428571,130.594
0.44898,103.981
0.469388,86.637
0.489796,72.282
0.510204,61.0036
0.530612,51.9281
0.55102,43.7265
0.571429,37.1312
0.591837,31.9169
0.612245,26.985
0.632653,23.2149
0.653061,20.2268
0.673469,17.4106
0.693878,15.3315
0.714286,13.5153
0.734694,11.8021
0.755102,10.5453
0.77551,9.31703
0.795918,8.18933
0.816327,7.33513
0.836735,6.46967
0.857143,5.68613
0.877551,5.1349
0.897959,4.57352
0.918367,4.06445
0.938776,3.71363
0.959184,3.32843
0.979592,3.01943
1,2.79175
