# 20260616_164309
# primespec:	data/XeXe544_cc_(0,5)plus15/primaryspec/spec_20260616_155506_104/spectr.txt
# qmax:	4
# ma:	0.88
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.417133
# [=>] Eabc:	0.44
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1491.01
0.0204082,1492.16
0.0408163,1499.69
0.0612245,1510.85
0.0816327,1526.92
0.102041,1547.75
0.122449,1573.01
0.142857,1603.58
0.163265,1640.44
0.183673,1683.06
0.204082,1730.28
0.22449,1787.62
0.244898,1850.93
0.265306,1926.88
0.285714,2020.97
0.306122,2126.84
0.326531,2286.55
0.346939,2503.08
0.367347,2647.61
0.387755,3326.25
0.408163,3498.62
0.428571,2089.54
0.44898,795.273
0.469388,478.611
0.489796,419.43
0.510204,279.903
0.530612,194.257
0.55102,166.055
0.571429,139.128
0.591837,113.061
0.612245,92.9972
0.632653,79.4754
0.653061,67.5278
0.673469,58.2036
0.693878,49.9538
0.714286,43.3793
0.734694,37.4028
0.755102,32.5351
0.77551,28.5799
0.795918,24.9589
0.816327,22.2747
0.836735,19.6672
0.857143,17.6394
0.877551,15.4824
0.897959,13.9083
0.918367,12.3054
0.938776,11.1947
0.959184,10.0583
0.979592,9.16249
1,8.21098
