# 20251205_151427
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150312_204/spectr.txt
# qmax:	4
# ma:	1.45143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.712083
# [=>] Eabc:	0.725715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1086.23
0.0204082,1086.89
0.0408163,1088.88
0.0612245,1092.3
0.0816327,1097.42
0.102041,1104.46
0.122449,1112.06
0.142857,1121.29
0.163265,1131.6
0.183673,1142.56
0.204082,1155.72
0.22449,1169.38
0.244898,1184.35
0.265306,1201.14
0.285714,1219.32
0.306122,1238.76
0.326531,1259.52
0.346939,1281.79
0.367347,1305.37
0.387755,1331.21
0.408163,1358.76
0.428571,1387.93
0.44898,1420.68
0.469388,1454.77
0.489796,1493.04
0.510204,1534.43
0.530612,1580.99
0.55102,1633.79
0.571429,1693.79
0.591837,1762.95
0.612245,1847.51
0.632653,1952.16
0.653061,2090.53
0.673469,2381.89
0.693878,2566.64
0.714286,2118.26
0.734694,1315.61
0.755102,724.165
0.77551,538.029
0.795918,473.207
0.816327,369.403
0.836735,310.147
0.857143,265.593
0.877551,229.038
0.897959,199.239
0.918367,174.079
0.938776,153.492
0.959184,136.404
0.979592,121.249
1,108.25
