# 20251205_150821
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_145731_003/spectr.txt
# qmax:	4
# ma:	0.302857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.0577113
# [=>] Eabc:	0.151428
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,32977.8
0.0204082,35340.6
0.0408163,40037.4
0.0612245,26348
0.0816327,7763.68
0.102041,2516.7
0.122449,1436.41
0.142857,791.354
0.163265,490.301
0.183673,302.089
0.204082,191.574
0.22449,133.447
0.244898,93.3649
0.265306,62.9315
0.285714,46.1625
0.306122,35.98
0.326531,26.502
0.346939,19.3069
0.367347,15.7488
0.387755,12.9632
0.408163,9.65736
0.428571,7.91467
0.44898,6.84474
0.469388,5.46462
0.489796,4.48018
0.510204,4.01706
0.530612,3.42907
0.55102,2.71982
0.571429,2.45117
0.591837,2.2081
0.612245,1.90404
0.632653,1.71304
0.653061,1.52045
0.673469,1.35404
0.693878,1.22073
0.714286,1.13474
0.734694,1.01348
0.755102,0.924787
0.77551,0.873333
0.795918,0.782367
0.816327,0.749775
0.836735,0.719984
0.857143,0.640733
0.877551,0.586168
0.897959,0.560557
0.918367,0.543335
0.938776,0.502966
0.959184,0.489318
0.979592,0.468868
1,0.431153
