# 20251208_101851
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_100034_454/spectr.txt
# qmax:	4
# ma:	1.84208
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.910338
# [=>] Eabc:	0.92104
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,839.447
0.0204082,839.737
0.0408163,840.608
0.0612245,842.071
0.0816327,844.15
0.102041,846.875
0.122449,850.306
0.142857,854.528
0.163265,859.736
0.183673,866.568
0.204082,873.499
0.22449,880.708
0.244898,888.525
0.265306,896.905
0.285714,905.615
0.306122,915.012
0.326531,925.13
0.346939,935.62
0.367347,946.805
0.387755,958.566
0.408163,971.084
0.428571,984.07
0.44898,998.297
0.469388,1012.95
0.489796,1028.53
0.510204,1044.71
0.530612,1062.18
0.55102,1080.01
0.571429,1099.8
0.591837,1119.79
0.612245,1142.37
0.632653,1166.06
0.653061,1192.82
0.673469,1220.85
0.693878,1250.4
0.714286,1284.28
0.734694,1322.25
0.755102,1366.69
0.77551,1414.25
0.795918,1472.18
0.816327,1543.56
0.836735,1628.93
0.857143,1775.25
0.877551,2015.36
0.897959,2027.88
0.918367,1546.64
0.938776,974.929
0.959184,583.279
0.979592,464.196
1,404.38
