# 20251205_144856
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_143844_153/spectr.txt
# qmax:	4
# ma:	1.16
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.56285
# [=>] Eabc:	0.58
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,443.246
0.0204082,444.217
0.0408163,446.337
0.0612245,449.426
0.0816327,453.404
0.102041,458.293
0.122449,464.18
0.142857,471.119
0.163265,478.801
0.183673,487.052
0.204082,496.688
0.22449,506.461
0.244898,517.333
0.265306,528.048
0.285714,539.653
0.306122,551.491
0.326531,563.054
0.346939,575.919
0.367347,588.137
0.387755,598.955
0.408163,604.845
0.428571,601.182
0.44898,588.05
0.469388,566.965
0.489796,539.721
0.510204,500.176
0.530612,463.227
0.55102,426.682
0.571429,394.539
0.591837,361.894
0.612245,327.764
0.632653,293.7
0.653061,260.551
0.673469,228.868
0.693878,198.033
0.714286,171.422
0.734694,146.47
0.755102,125.906
0.77551,108.036
0.795918,92.4561
0.816327,80.0657
0.836735,69.5162
0.857143,60.6566
0.877551,53.436
0.897959,47.1328
0.918367,42.0562
0.938776,37.7116
0.959184,33.5188
0.979592,30.4072
1,27.3592
