# 20251208_101611
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_095841_373/spectr.txt
# qmax:	4
# ma:	1.56399
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.769361
# [=>] Eabc:	0.781995
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,998.847
0.0204082,999.352
0.0408163,1000.87
0.0612245,1003.48
0.0816327,1007.21
0.102041,1012.31
0.122449,1019.34
0.142857,1026.86
0.163265,1035.4
0.183673,1044.96
0.204082,1054.91
0.22449,1066.45
0.244898,1078.29
0.265306,1091.58
0.285714,1105.77
0.306122,1121.18
0.326531,1137.33
0.346939,1155.02
0.367347,1173.83
0.387755,1193.93
0.408163,1215.25
0.428571,1237.28
0.44898,1261.44
0.469388,1287.12
0.489796,1315.54
0.510204,1345.71
0.530612,1378.41
0.55102,1413.21
0.571429,1452.12
0.591837,1495.61
0.612245,1546.36
0.632653,1601.33
0.653061,1668.02
0.673469,1751.98
0.693878,1848.78
0.714286,2002.09
0.734694,2288.11
0.755102,2368.65
0.77551,1837.76
0.795918,1116.34
0.816327,643.373
0.836735,501.209
0.857143,420.073
0.877551,356.636
0.897959,297.38
0.918367,257.194
0.938776,223.687
0.959184,195.752
0.979592,172.837
1,153.829
