# 20260616_151542
# primespec:	data/XeXe544_cc_(0,5)plus10/primaryspec/spec_20260616_144845_290/spectr.txt
# qmax:	4
# ma:	1.94286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.961289
# [=>] Eabc:	0.97143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,766.935
0.0204082,767.151
0.0408163,767.803
0.0612245,768.899
0.0816327,770.445
0.102041,772.462
0.122449,774.973
0.142857,778.012
0.163265,781.644
0.183673,785.978
0.204082,791.392
0.22449,796.952
0.244898,803.017
0.265306,809.583
0.285714,816.296
0.306122,823.535
0.326531,831.382
0.346939,839.807
0.367347,848.413
0.387755,858.029
0.408163,868.103
0.428571,878.626
0.44898,889.876
0.469388,901.772
0.489796,915.382
0.510204,928.447
0.530612,942.332
0.55102,958.103
0.571429,974.567
0.591837,992.594
0.612245,1011.1
0.632653,1032.01
0.653061,1054.04
0.673469,1077.59
0.693878,1103.81
0.714286,1131.71
0.734694,1164.94
0.755102,1201.73
0.77551,1244.7
0.795918,1293.22
0.816327,1355.11
0.836735,1445.44
0.857143,1507.91
0.877551,1700.48
0.897959,1830.27
0.918367,1795.27
0.938776,2036.45
0.959184,1878.72
0.979592,1135.81
1,750.901
