# 20250803_185338
# primespec:	data/examplescenario/primaryspec/spec_20250803_184734_091/spectr.txt
# qmax:	4
# ma:	0.805714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.377748
# [=>] Eabc:	0.402857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1209.76
0.0204082,1212.41
0.0408163,1220.59
0.0612245,1233.98
0.0816327,1253.43
0.102041,1277.36
0.122449,1305.54
0.142857,1337.6
0.163265,1371.7
0.183673,1410.88
0.204082,1449.98
0.22449,1488.54
0.244898,1529.26
0.265306,1573.77
0.285714,1621.86
0.306122,1680.4
0.326531,1757.79
0.346939,1792.46
0.367347,1639.57
0.387755,1287.52
0.408163,891.859
0.428571,616.895
0.44898,455.75
0.469388,356.39
0.489796,288.743
0.510204,236.342
0.530612,195.968
0.55102,162.795
0.571429,136.867
0.591837,116.539
0.612245,98.8256
0.632653,84.6997
0.653061,72.6094
0.673469,62.5727
0.693878,53.6898
0.714286,46.6293
0.734694,40.3837
0.755102,35.4088
0.77551,31.1049
0.795918,27.5417
0.816327,24.2946
0.836735,21.4849
0.857143,19.0603
0.877551,16.8712
0.897959,15.0916
0.918367,13.4216
0.938776,12.1706
0.959184,10.8914
0.979592,9.84758
1,8.81541
