alpha,tau,r,Dtau,Dr
0.,17.973739364144606,0.11077262282170842,0.03882743225858576,15.115151102514721
0.014654587464395968,17.97487090118951,0.3323111960873209,0.11562754511389883,15.121209978481891
0.02929719966831603,17.977122203727927,0.5538297562405278,0.19161390119686672,15.13712272633077
0.0439175321910774,17.98046633542265,0.7753149746160524,0.2654472130148397,15.162734436559587
0.058505524556945354,17.984860676762775,0.9967535426851927,0.3365534278007964,15.197868818236266
0.07305144028485233,17.9902529695575,1.2181321801546996,0.40427667452078536,15.2422747652255
0.08754594292129854,17.996581439135372,1.4394376431101061,0.46836833440724185,15.295711177129661
0.10198015591206361,18.003776625836842,1.660656732216491,0.5277864415906317,15.357790353216496
0.11634569496696347,18.01176488684973,1.8817763009898762,0.584128905414405,15.428423137254558
0.13063453141537754,18.020488926096753,2.1027832641527273,0.6357240331087415,15.507123050358622
0.14483951178430915,18.029846421567196,2.3236646060873465,0.6811322088568535,15.593374833383713
0.15895390470809284,18.03975463903752,2.544407389401313,0.7220013456945126,15.687021028791564
0.17297154350914368,18.050130372413527,2.7649987636195617,0.7575920599304294,15.787635607067957
0.18688682931760775,18.06089008059344,2.985425974018184,0.7879983696646102,15.894873537000986
0.2006947345453164,18.07194967191748,3.2056763706155675,0.8131368304392268,16.00837474302666
0.21439069220252463,18.083232489756586,3.4257374173371216,0.8337487979489672,16.127962258019966
0.2279706661643131,18.094661927903086,3.6455967013705193,0.8483019009252165,16.252962168483855
0.2414315079694756,18.1061374525089,3.865241942729129,0.8555972450949462,16.382696117134724
0.25477062706617654,18.117560252773995,4.08466100404216,0.8558486384774614,16.51676644700639
0.26798600204996553,18.128831170048496,4.303841900590962,0.8485592770979998,16.654619010308057
0.28107628419740016,18.139843770787202,4.5227728106119045,0.8323334111408576,16.795385873865396
0.2940409181676297,18.15047798716875,4.741442085887394,0.8065754052814664,16.9383799560455
0.30687989759788786,18.160614362163457,4.959838262647786,0.7704351795957725,17.08278061878492
0.3195940553678069,18.170117702873345,5.177950072808224,0.7223851062965794,17.227510121824704
0.3321849394455237,18.178844442058754,5.395766455565949,0.6614219358302356,17.371567158897
0.34465488901634106,18.186638797887863,5.613276569385111,0.5860542357677074,17.513727067560506
0.3570070493198697,18.19333236125678,5.830469804397872,0.49478352565069944,17.652670198301657
0.3692454627743166,18.198740152180886,6.047335795252401,0.3856435448527284,17.78680347178731
0.3813751504595553,18.202657606433124,6.263864434440456,0.25659733560767556,17.914398044250703
0.39340218729453735,18.204858157187964,6.480045886139358,0.10516859060967294,18.033388240964566
0.40533384891453045,18.20508800059176,6.695870600605634,-0.07128900530448194,18.14154282476275
0.417178808078303,18.20305939825684,6.91132932916019,-0.27661661805029025,18.235795945967425
0.4289473314872114,18.198444703332363,7.126413139807729,-0.5133573569003372,18.313705871178662
0.4406515549483281,18.190867894423672,7.341113433536246,-0.7885814807299072,18.36993280406335
0.45230581478886167,18.17989482743269,7.555421961345767,-1.1008702025339145,18.403992468941333
0.4639271231531973,18.165019041298486,7.769330842059314,-1.4705057923841303,18.4021213314276
0.475535735986229,18.145645655318305,7.982832580972949,-1.870294738756911,18.37861255340977
0.48715599565628354,18.1210669692385,8.195920089406336,-2.3860326085112433,18.27967618391881
0.4988173865727238,18.09043317458679,8.408586705219927,-2.8438389217825204,18.206367407245125
0.5105565471384644,18.052692562587495,8.620826214370265,-3.683803306138259,17.89157736401203
0.5224174233234604,18.006603972042313,8.83263287358063,-3.9509622192406226,17.901642490210868
0.5344587181704205,17.950498654751954,9.044001434210571,-5.380653549586704,17.193549066847037
0.5363528290153741,17.940291344770493,9.076578100262655,-5.381205276560038,17.213763956218223
0.546754274058971,17.882308865261127,9.254927167414849,-6.225028617622376,16.799403933583996
0.5504535512440278,17.85864113908299,9.31673927848301,-6.499618464090564,16.661530674489736
0.5543869159730058,17.8329170538296,9.38223302653217,-6.5871352145065885,16.635698463455647
0.5594045322977171,17.799231993195168,9.465405890689942,-6.868384484576326,16.499180574100986
0.5725497917214486,17.697383511499794,9.675433995914558,-8.910557501624126,15.255434703019864
0.5779698945396363,17.64939303936248,9.75837472604463,-8.676271773645057,15.427568418319735
0.5863880652649864,17.57136619330565,9.88500847899998,-10.143622357635323,14.467178615329928
0.587744844350805,17.557508036017342,9.904572906587173,-10.272435138817485,14.380092997102256
