# 20251208_111610
qT,primespec
0,497113
0.004004,488958
0.00800801,480210
0.012012,465744
0.016016,440620
0.02002,410809
0.024024,377265
0.028028,339501
0.032032,300802
0.036036,260547
0.04004,220985
0.044044,183033
0.048048,147322
0.0520521,115179
0.0560561,86719.2
0.0600601,62833
0.0640641,42784.5
0.0680681,27908.6
0.0720721,18049.9
0.0760761,10885.6
0.0800801,8365.56
0.0840841,9120.28
0.0880881,11123.2
0.0920921,13917
0.0960961,18800.9
0.1001,24586.8
0.104104,29674.1
0.108108,34468.6
0.112112,37810.8
0.116116,40552.2
0.12012,41854.2
0.124124,41425.1
0.128128,40295.3
0.132132,38605.7
0.136136,35297.3
0.14014,31375.2
0.144144,27211.8
0.148148,22715.4
0.152152,18399.1
0.156156,14261.7
0.16016,10538.9
0.164164,7341.45
0.168168,4742.67
0.172172,2675.87
0.176176,1111.8
0.18018,658.848
0.184184,679.952
0.188188,749.868
0.192192,905.483
0.196196,1521.92
0.2002,2513.47
0.204204,3324.81
0.208208,4121.39
0.212212,4754.48
0.216216,5323.75
0.22022,5641.33
0.224224,5683.04
0.228228,5705.03
0.232232,5671.9
0.236236,5365.68
0.24024,4956.47
0.244244,4528.84
0.248248,4045.73
0.252252,3588.46
0.256256,3140.58
0.26026,2751.04
0.264264,2421.8
0.268268,2148.7
0.272272,1969.3
0.276276,1827.74
0.28028,1759
0.284284,1760.53
0.288288,1767.66
0.292292,1782.9
0.296296,1835.37
0.3003,1894.58
0.304304,1940.49
0.308308,1979.89
0.312312,1988.34
0.316316,1983.86
0.32032,1975.47
0.324324,1949.65
0.328328,1898.92
0.332332,1845.41
0.336336,1784.39
0.34034,1721.96
0.344344,1662.91
0.348348,1605.93
0.352352,1556.5
0.356356,1512.78
0.36036,1475.05
0.364364,1443.94
0.368368,1417.12
0.372372,1392.64
0.376376,1370.78
0.38038,1349.35
0.384384,1326.77
0.388388,1303.67
0.392392,1279.4
0.396396,1253.58
0.4004,1227.46
0.404404,1201.56
0.408408,1175.89
0.412412,1151.99
0.416416,1129.64
0.42042,1108.81
0.424424,1089.85
0.428428,1072.2
0.432432,1054.75
0.436436,1037.75
0.44044,1020.39
0.444444,1001.82
0.448448,982.39
0.452452,962.369
0.456456,941.317
0.46046,920.612
0.464464,900.903
0.468468,882.088
0.472472,866.01
0.476476,851.997
0.48048,840.162
0.484484,830.944
0.488488,823.253
0.492492,815.703
0.496496,808.64
0.500501,800.951
0.504505,791.252
0.508509,779.676
0.512513,766.564
0.516517,751.004
0.520521,734.462
0.524525,717.829
0.528529,700.989
0.532533,686.133
0.536537,672.747
0.540541,661.348
0.544545,652.632
0.548549,645.447
0.552553,638.842
0.556557,633.099
0.560561,627.056
0.564565,619.41
0.568569,610.348
0.572573,600.021
0.576577,587.587
0.580581,574.445
0.584585,561.463
0.588589,548.522
0.592593,537.968
0.596597,528.898
0.600601,522.139
0.604605,518.496
0.608609,516.007
0.612613,514.006
0.616617,512.604
0.620621,510.986
0.624625,507.655
0.628629,502.002
0.632633,495.086
0.636637,485.672
0.640641,475.083
0.644645,464.536
0.648649,453.728
0.652653,444.886
0.656657,437.424
0.660661,431.696
0.664665,428.391
0.668669,426.103
0.672673,423.716
0.676677,421.371
0.680681,418.533
0.684685,413.87
0.688689,406.848
0.692693,398.743
0.696697,388.666
0.700701,378.037
0.704705,368.114
0.708709,358.533
0.712713,351.743
0.716717,346.411
0.720721,343.249
0.724725,343.078
0.728729,343.105
0.732733,343.105
0.736737,342.839
0.740741,342.266
0.744745,340.484
0.748749,336.026
0.752753,330.885
0.756757,324.506
0.760761,317.884
0.764765,312.236
0.768769,307.053
0.772773,303.997
0.776777,302.295
0.780781,301.244
0.784785,300.864
0.788789,300.687
0.792793,300.272
0.796797,298.051
0.800801,294.364
0.804805,289.578
0.808809,282.754
0.812813,275.653
0.816817,268.085
0.820821,260.858
0.824825,255.04
0.828829,249.997
0.832833,246.276
0.836837,243.771
0.840841,241.623
0.844845,239.315
0.848849,237.009
0.852853,234.186
0.856857,230.282
0.860861,225.853
0.864865,221.319
0.868869,216.54
0.872873,212.916
0.876877,209.972
0.880881,208.094
0.884885,208.025
0.888889,208.328
0.892893,208.612
0.896897,208.868
0.900901,209.05
0.904905,208.515
0.908909,206.264
0.912913,203.555
0.916917,200.079
0.920921,196.408
0.924925,193.499
0.928929,190.897
0.932933,189.613
0.936937,189.27
0.940941,189.013
0.944945,188.578
0.948949,187.964
0.952953,186.959
0.956957,184.152
0.960961,179.941
0.964965,175.159
0.968969,169.236
0.972973,163.931
0.976977,158.916
0.980981,155.138
0.984985,153.948
0.988989,153.326
0.992993,153.15
0.996997,154.098
1.001,155.269
1.00501,155.173
1.00901,154.031
1.01301,152.37
1.01702,149.061
1.02102,144.88
1.02503,141.224
1.02903,137.561
1.03303,136.113
1.03704,136.384
1.04104,136.989
1.04505,138.387
1.04905,141.521
1.05305,143.423
1.05706,143.894
1.06106,144.148
1.06507,143.34
1.06907,139.53
1.07307,135.192
1.07708,130.403
1.08108,125.824
1.08509,122.979
1.08909,120.771
1.09309,119.947
1.0971,120.52
1.1011,121.274
1.10511,121.304
1.10911,120.865
1.11311,120.118
1.11712,117.444
1.12112,113.268
1.12513,109.089
1.12913,104.352
1.13313,101.233
1.13714,99.5778
1.14114,98.5621
1.14515,98.8841
1.14915,100.971
1.15315,103.021
1.15716,104.639
1.16116,105.858
1.16517,105.677
1.16917,103.904
1.17317,101.679
1.17718,98.6071
1.18118,95.5961
1.18519,94.4411
1.18919,93.8188
1.19319,93.5996
1.1972,95.0294
1.2012,97.352
1.20521,98.5179
1.20921,99.2784
1.21321,99.5747
1.21722,97.7826
1.22122,94.2446
1.22523,90.4803
1.22923,85.8011
1.23323,82.1279
1.23724,79.5298
1.24124,77.7408
1.24525,77.6757
1.24925,78.6124
1.25325,79.4993
1.25726,80.0764
1.26126,80.4957
1.26527,80.1837
1.26927,78.0899
1.27327,75.6014
1.27728,72.5932
1.28128,69.9119
1.28529,69.4956
1.28929,69.5411
1.29329,69.6293
1.2973,71.3172
1.3013,74.3049
1.30531,76.2418
1.30931,77.7803
1.31331,78.4693
1.31732,77.459
1.32132,75.3386
1.32533,73.0107
1.32933,69.9662
1.33333,67.8487
1.33734,66.8927
1.34134,66.2907
1.34535,66.398
1.34935,67.4468
1.35335,68.1425
1.35736,67.8218
1.36136,67.0049
1.36537,65.5875
1.36937,62.3968
