# 20260616_115725
# primespec:	data/PbPb276_cc_(0,5)plus10/primaryspec/spec_20260616_114421_119/spectr.txt
# qmax:	4
# ma:	0.965714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.462116
# [=>] Eabc:	0.482857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1098.37
0.0204082,1099.89
0.0408163,1104.91
0.0612245,1112.94
0.0816327,1123.57
0.102041,1137.64
0.122449,1154.6
0.142857,1174.55
0.163265,1197.14
0.183673,1222.31
0.204082,1252
0.22449,1281.9
0.244898,1316.82
0.265306,1354.21
0.285714,1396.69
0.306122,1444.05
0.326531,1495.73
0.346939,1556.87
0.367347,1628.13
0.387755,1692.01
0.408163,1849.58
0.428571,2135.83
0.44898,2127.78
0.469388,1594.51
0.489796,929.002
0.510204,502.069
0.530612,372.041
0.55102,320.017
0.571429,264.126
0.591837,212.533
0.612245,173.934
0.632653,147.47
0.653061,124.663
0.673469,106.727
0.693878,91.4221
0.714286,78.9404
0.734694,68.3039
0.755102,59.879
0.77551,52.3272
0.795918,46.3523
0.816327,40.775
0.836735,35.9274
0.857143,31.8778
0.877551,28.3286
0.897959,25.3771
0.918367,22.655
0.938776,20.4264
0.959184,18.3536
0.979592,16.5828
1,14.8038
