# 20251205_150914
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_145816_032/spectr.txt
# qmax:	4
# ma:	0.468571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.187856
# [=>] Eabc:	0.234285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,5256.94
0.0204082,5295.53
0.0408163,5397.11
0.0612245,5560.46
0.0816327,5806.37
0.102041,6137.99
0.122449,6616.55
0.142857,7314.62
0.163265,8842.87
0.183673,8115.12
0.204082,3967.53
0.22449,1477.33
0.244898,854.246
0.265306,586.393
0.285714,395.074
0.306122,285.995
0.326531,209.334
0.346939,158.315
0.367347,119.832
0.387755,91.9752
0.408163,72.2522
0.428571,57.5348
0.44898,46.5933
0.469388,37.2396
0.489796,30.4554
0.510204,24.8108
0.530612,20.8123
0.55102,17.5701
0.571429,14.6472
0.591837,12.3198
0.612245,10.4841
0.632653,9.18969
0.653061,7.76877
0.673469,6.67267
0.693878,13.5935
0.714286,5.15756
0.734694,4.58042
0.755102,3.89554
0.77551,3.44017
0.795918,3.049
0.816327,2.79185
0.836735,2.47424
0.857143,2.17873
0.877551,1.96026
0.897959,1.7716
0.918367,1.61576
0.938776,1.41398
0.959184,1.31053
0.979592,1.22194
1,1.11216
