# 20260616_134237
# primespec:	data/PbPb276_cc_(0,5)plus15/primaryspec/spec_20260616_120749_116/spectr.txt
# qmax:	4
# ma:	0.948571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.453152
# [=>] Eabc:	0.474285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,900.092
0.0204082,901.267
0.0408163,904.927
0.0612245,911.832
0.0816327,920.747
0.102041,932.315
0.122449,946.864
0.142857,963.241
0.163265,982.678
0.183673,1004.07
0.204082,1027.33
0.22449,1053.43
0.244898,1081.02
0.265306,1109.87
0.285714,1143.76
0.306122,1178.76
0.326531,1220.7
0.346939,1269.95
0.367347,1308.01
0.387755,1383.15
0.408163,1572.12
0.428571,1701.07
0.44898,1490.03
0.469388,1016.51
0.489796,606.578
0.510204,352.137
0.530612,281.518
0.55102,244.197
0.571429,205.195
0.591837,167.364
0.612245,138.649
0.632653,117.571
0.653061,100.668
0.673469,86.6681
0.693878,74.7805
0.714286,64.8056
0.734694,56.3474
0.755102,49.5188
0.77551,43.5245
0.795918,38.5883
0.816327,34.0315
0.836735,30.1527
0.857143,26.8155
0.877551,23.7937
0.897959,21.3814
0.918367,19.0814
0.938776,17.265
0.959184,15.5802
0.979592,14.1488
1,12.7379
