# 20260616_164345
# primespec:	data/XeXe544_cc_(0,5)plus15/primaryspec/spec_20260616_155545_125/spectr.txt
# qmax:	4
# ma:	1
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.48
# [=>] Eabc:	0.5
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1279.44
0.0204082,1280.62
0.0408163,1284.51
0.0612245,1291.77
0.0816327,1302.65
0.102041,1316.38
0.122449,1333.16
0.142857,1353.1
0.163265,1376.38
0.183673,1403.45
0.204082,1434.69
0.22449,1469.78
0.244898,1508.34
0.265306,1552.93
0.285714,1604.27
0.306122,1660.5
0.326531,1727.57
0.346939,1814.38
0.367347,1904.9
0.387755,2049.51
0.408163,2253.48
0.428571,2353.31
0.44898,2899.3
0.469388,3130.43
0.489796,2004.27
0.510204,821.654
0.530612,486.131
0.55102,430.087
0.571429,287.382
0.591837,198.119
0.612245,171.579
0.632653,146.726
0.653061,119.692
0.673469,100.252
0.693878,86.7847
0.714286,74.5491
0.734694,64.9871
0.755102,55.8838
0.77551,49.1693
0.795918,42.792
0.816327,37.7836
0.836735,33.1394
0.857143,29.4153
0.877551,26.3018
0.897959,23.3227
0.918367,20.95
0.938776,18.6581
0.959184,16.7656
0.979592,14.9342
1,13.5884
