# 20251208_110735
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_105553_018/spectr.txt
# qmax:	4
# ma:	0.388571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.13471
# [=>] Eabc:	0.194285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,12806.6
0.0204082,12863.4
0.0408163,13328.1
0.0612245,14117.6
0.0816327,15620.9
0.102041,18123.3
0.122449,24276.8
0.142857,12923.3
0.163265,2330.46
0.183673,1337.57
0.204082,772.629
0.22449,468.944
0.244898,317.24
0.265306,224.132
0.285714,153.904
0.306122,111.461
0.326531,84.8927
0.346939,63.9565
0.367347,48.681
0.387755,37.6289
0.408163,30.8214
0.428571,24.9781
0.44898,19.4908
0.469388,16.6731
0.489796,14.0232
0.510204,11.2792
0.530612,9.91565
0.55102,8.64353
0.571429,7.26195
0.591837,6.31172
0.612245,5.65957
0.632653,5.03159
0.653061,4.30721
0.673469,3.95889
0.693878,3.57364
0.714286,3.07669
0.734694,2.89025
0.755102,2.68609
0.77551,2.29699
0.795918,2.17778
0.816327,2.02408
0.836735,1.81991
0.857143,1.73671
0.877551,1.59326
0.897959,1.45073
0.918367,1.35563
0.938776,1.28123
0.959184,1.20841
0.979592,1.13301
1,1.06388
