# 20260616_150923
# primespec:	data/XeXe544_cc_(0,5)plus10/primaryspec/spec_20260616_144139_072/spectr.txt
# qmax:	4
# ma:	0.697143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.319221
# [=>] Eabc:	0.348572
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,2552.99
0.0204082,2556.87
0.0408163,2575.91
0.0612245,2607.56
0.0816327,2652.73
0.102041,2711.36
0.122449,2787.56
0.142857,2877.47
0.163265,2990.24
0.183673,3123.27
0.204082,3295.86
0.22449,3500.12
0.244898,3847.73
0.265306,4137.12
0.285714,4992.76
0.306122,6039.52
0.326531,4073.9
0.346939,1274.07
0.367347,636.422
0.387755,539.243
0.408163,344.174
0.428571,241.716
0.44898,198.538
0.469388,156.346
0.489796,124.001
0.510204,99.1228
0.530612,82.2063
0.55102,67.9658
0.571429,57.4345
0.591837,47.7921
0.612245,40.3474
0.632653,33.7849
0.653061,29.2128
0.673469,25.1448
0.693878,22.1058
0.714286,18.8822
0.734694,16.3117
0.755102,14.1945
0.77551,12.6987
0.795918,11.2802
0.816327,10.0184
0.836735,8.66152
0.857143,7.73952
0.877551,6.9772
0.897959,6.38748
0.918367,5.67503
0.938776,5.08755
0.959184,4.5818
0.979592,4.21555
1,3.84423
