# 20250617_160554
# primespec:	data/examplescenario/primaryspec/spec_20250617_160242_026/spectr.txt
# qmax:	4
# ma:	0.434286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.165985
# [=>] Eabc:	0.217143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,3639.22
0.0204082,3672.47
0.0408163,3731.65
0.0612245,3845.96
0.0816327,4008.85
0.102041,4184.09
0.122449,4486.57
0.142857,4565.85
0.163265,3779.46
0.183673,2371.84
0.204082,1315.23
0.22449,771.581
0.244898,510.946
0.265306,363.549
0.285714,256.371
0.306122,188.483
0.326531,137.36
0.346939,105.739
0.367347,80.9447
0.387755,64.1827
0.408163,50.169
0.428571,39.8915
0.44898,31.3082
0.469388,25.5406
0.489796,20.6385
0.510204,17.3874
0.530612,14.2997
0.55102,12.0263
0.571429,9.82731
0.591837,8.33926
0.612245,7.04605
0.632653,6.18617
0.653061,5.26678
0.673469,4.54505
0.693878,3.82727
0.714286,3.35881
0.734694,2.93693
0.755102,2.63627
0.77551,2.2908
0.795918,2.02341
0.816327,1.73705
0.836735,1.57131
0.857143,1.41127
0.877551,1.2837
0.897959,1.12489
0.918367,1.0115
0.938776,0.892215
0.959184,0.820775
0.979592,0.751225
1,0.687912
