# 20251205_151502
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150343_223/spectr.txt
# qmax:	4
# ma:	1.56
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.767333
# [=>] Eabc:	0.78
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1001.47
0.0204082,1001.97
0.0408163,1003.51
0.0612245,1006.11
0.0816327,1009.87
0.102041,1015.03
0.122449,1022.07
0.142857,1029.52
0.163265,1038.15
0.183673,1047.78
0.204082,1057.92
0.22449,1069.06
0.244898,1081.19
0.265306,1094.56
0.285714,1108.92
0.306122,1124.27
0.326531,1140.95
0.346939,1158.63
0.367347,1177.64
0.387755,1197.54
0.408163,1219.04
0.428571,1241.41
0.44898,1265.79
0.469388,1291.77
0.489796,1320.23
0.510204,1350.82
0.530612,1383.74
0.55102,1418.91
0.571429,1459.16
0.591837,1503.05
0.612245,1553.11
0.632653,1611.27
0.653061,1679.67
0.673469,1763.24
0.693878,1863
0.714286,2028.81
0.734694,2317.86
0.755102,2349.97
0.77551,1764.04
0.795918,1050.78
0.816327,621.767
0.836735,493.535
0.857143,413.586
0.877551,350.027
0.897959,293.767
0.918367,253.612
0.938776,220.847
0.959184,193.259
0.979592,170.389
1,151.719
