# 20251205_151620
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150452_266/spectr.txt
# qmax:	4
# ma:	1.80571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.891934
# [=>] Eabc:	0.902855
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,856.983
0.0204082,857.291
0.0408163,858.219
0.0612245,859.781
0.0816327,862.006
0.102041,864.931
0.122449,868.619
0.142857,873.199
0.163265,878.975
0.183673,886.08
0.204082,893.137
0.22449,900.757
0.244898,908.994
0.265306,917.739
0.285714,926.83
0.306122,936.678
0.326531,947.299
0.346939,958.727
0.367347,970.28
0.387755,983.386
0.408163,996.886
0.428571,1010.32
0.44898,1025.51
0.469388,1040.83
0.489796,1057.4
0.510204,1075.61
0.530612,1093.72
0.55102,1113.49
0.571429,1134.8
0.591837,1156.86
0.612245,1180.45
0.632653,1206.67
0.653061,1235.64
0.673469,1265.79
0.693878,1300.41
0.714286,1339.56
0.734694,1382.81
0.755102,1433.77
0.77551,1489.52
0.795918,1560.13
0.816327,1644.86
0.836735,1782.96
0.857143,2025.05
0.877551,2073.91
0.897959,1637
0.918367,1035.46
0.938776,608.47
0.959184,478.639
0.979592,406.489
1,342.713
