# 20260615_163819
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_160120_268/spectr.txt
# qmax:	4
# ma:	1.81714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.897719
# [=>] Eabc:	0.90857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,145.308
0.0204082,145.378
0.0408163,145.588
0.0612245,145.945
0.0816327,146.456
0.102041,147.136
0.122449,148.009
0.142857,149.117
0.163265,150.579
0.183673,152.631
0.204082,154.456
0.22449,156.328
0.244898,158.141
0.265306,159.914
0.285714,161.95
0.306122,163.953
0.326531,165.902
0.346939,167.954
0.367347,170.046
0.387755,172.045
0.408163,174.142
0.428571,176.142
0.44898,178.058
0.469388,180.107
0.489796,181.85
0.510204,183.37
0.530612,184.952
0.55102,186.476
0.571429,187.81
0.591837,188.972
0.612245,190.112
0.632653,191.139
0.653061,192.126
0.673469,193.194
0.693878,193.391
0.714286,193.651
0.734694,193.669
0.755102,194.954
0.77551,197.064
0.795918,200.408
0.816327,202.4
0.836735,201.106
0.857143,195.201
0.877551,184.001
0.897959,168.352
0.918367,150.206
0.938776,130.941
0.959184,112.776
0.979592,97.3075
1,84.5819
