# 20260616_115610
# primespec:	data/PbPb276_cc_(0,5)plus10/primaryspec/spec_20260616_114304_075/spectr.txt
# qmax:	4
# ma:	0.714286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.328559
# [=>] Eabc:	0.357143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1617.37
0.0204082,1619.84
0.0408163,1632.2
0.0612245,1652.94
0.0816327,1681.82
0.102041,1718.8
0.122449,1762.05
0.142857,1815.7
0.163265,1876.41
0.183673,1946.66
0.204082,2024.65
0.22449,2120.95
0.244898,2229.97
0.265306,2345.62
0.285714,2675.33
0.306122,3010.04
0.326531,2552.69
0.346939,1539.56
0.367347,786.396
0.387755,452.738
0.408163,363.467
0.428571,294.413
0.44898,226.943
0.469388,178.985
0.489796,143.826
0.510204,118.403
0.530612,97.3454
0.55102,81.0524
0.571429,67.4369
0.591837,56.8147
0.612245,48.1876
0.632653,41.2107
0.653061,35.4018
0.673469,30.4149
0.693878,26.2547
0.714286,22.6041
0.734694,19.7459
0.755102,17.2627
0.77551,15.3785
0.795918,13.5386
0.816327,12.0683
0.836735,10.5246
0.857143,9.37057
0.877551,8.27089
0.897959,7.47991
0.918367,6.71626
0.938776,6.11814
0.959184,5.46495
0.979592,4.92728
1,4.41264
