# 20251208_101822
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_100013_439/spectr.txt
# qmax:	4
# ma:	1.79058
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.884276
# [=>] Eabc:	0.89529
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,867.345
0.0204082,867.664
0.0408163,868.625
0.0612245,870.239
0.0816327,872.528
0.102041,875.554
0.122449,879.375
0.142857,884.155
0.163265,890.322
0.183673,897.414
0.204082,904.337
0.22449,912.339
0.244898,920.599
0.265306,929.685
0.285714,939.078
0.306122,949.451
0.326531,960.132
0.346939,971.533
0.367347,983.969
0.387755,996.333
0.408163,1010.61
0.428571,1025.35
0.44898,1040.15
0.469388,1056.84
0.489796,1073.61
0.510204,1091.69
0.530612,1110.83
0.55102,1131.03
0.571429,1152.41
0.591837,1176.25
0.612245,1200.95
0.632653,1227.22
0.653061,1257.36
0.673469,1290.62
0.693878,1326.66
0.714286,1367.31
0.734694,1414.73
0.755102,1466
0.77551,1530.36
0.795918,1607.03
0.816327,1700.64
0.836735,1884.05
0.857143,2113.63
0.877551,1984.03
0.897959,1393.1
0.918367,851.999
0.938776,547.524
0.959184,452.636
0.979592,382.741
1,324.737
