# 20251208_100651
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_095153_099/spectr.txt
# qmax:	4
# ma:	0.623313
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.278442
# [=>] Eabc:	0.311657
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,3140.8
0.0204082,3147.2
0.0408163,3178.73
0.0612245,3230.5
0.0816327,3304.3
0.102041,3400.82
0.122449,3520.12
0.142857,3667.41
0.163265,3843.76
0.183673,4065.72
0.204082,4355.64
0.22449,4723.9
0.244898,5534.16
0.265306,6028.99
0.285714,4100.68
0.306122,1794.69
0.326531,891.673
0.346939,638.828
0.367347,465.531
0.387755,342.274
0.408163,264.245
0.428571,204.388
0.44898,162.601
0.469388,129.858
0.489796,105.432
0.510204,85.9476
0.530612,70.8458
0.55102,58.7144
0.571429,49.1076
0.591837,41.604
0.612245,34.9445
0.632653,29.9147
0.653061,25.3218
0.673469,22.0134
0.693878,18.9859
0.714286,16.6059
0.734694,14.388
0.755102,12.5177
0.77551,11.026
0.795918,9.75768
0.816327,8.71398
0.836735,7.6063
0.857143,6.76439
0.877551,5.97059
0.897959,5.4231
0.918367,4.87053
0.938776,4.39205
0.959184,3.88191
0.979592,3.52866
1,3.21621
