# 20251205_144446
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_143539_018/spectr.txt
# qmax:	4
# ma:	0.388571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.13471
# [=>] Eabc:	0.194285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,2872.23
0.0204082,2896.67
0.0408163,2966.49
0.0612245,3042.21
0.0816327,3031.36
0.102041,2860.48
0.122449,2464.49
0.142857,1861.86
0.163265,1265.67
0.183673,831.962
0.204082,535.4
0.22449,358.657
0.244898,236.457
0.265306,160.186
0.285714,111.771
0.306122,79.2233
0.326531,59.919
0.346939,44.8469
0.367347,35.3147
0.387755,27.2041
0.408163,21.5732
0.428571,16.7661
0.44898,13.7204
0.469388,11.293
0.489796,9.51463
0.510204,8.06676
0.530612,6.75567
0.55102,5.99871
0.571429,4.59437
0.591837,3.98402
0.612245,3.37338
0.632653,3.07406
0.653061,2.70556
0.673469,2.47538
0.693878,2.10721
0.714286,1.84039
0.734694,1.60249
0.755102,1.41632
0.77551,1.30408
0.795918,1.19488
0.816327,1.0967
0.836735,0.956177
0.857143,0.881969
0.877551,0.781194
0.897959,0.742521
0.918367,0.694098
0.938776,0.666111
0.959184,0.598097
0.979592,0.549941
1,0.48858
