# 20251208_111225
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_110114_175/spectr.txt
# qmax:	4
# ma:	1.28571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.627425
# [=>] Eabc:	0.642855
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1894.43
0.0204082,1895.81
0.0408163,1900.11
0.0612245,1907.56
0.0816327,1916.81
0.102041,1928.87
0.122449,1943.66
0.142857,1960.95
0.163265,1980.65
0.183673,2003.1
0.204082,2029.02
0.22449,2058.12
0.244898,2090.35
0.265306,2126.75
0.285714,2166.58
0.306122,2210.91
0.326531,2259.73
0.346939,2314.05
0.367347,2373.49
0.387755,2441.12
0.408163,2516.54
0.428571,2600.23
0.44898,2698.27
0.469388,2810.91
0.489796,2945.62
0.510204,3111.73
0.530612,3320.17
0.55102,3624.38
0.571429,4060.25
0.591837,4529.41
0.612245,5873.78
0.632653,4203.8
0.653061,1410.73
0.673469,932.376
0.693878,674.759
0.714286,437.931
0.734694,381.034
0.755102,311.948
0.77551,259.419
0.795918,221.868
0.816327,189.569
0.836735,164.557
0.857143,142.475
0.877551,124.54
0.897959,109.329
0.918367,96.3497
0.938776,85.5159
0.959184,76.0976
0.979592,67.7225
1,60.563
