# 20260615_161115
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155821_106/spectr.txt
# qmax:	4
# ma:	0.891429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.423156
# [=>] Eabc:	0.445715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,335.634
0.0204082,335.029
0.0408163,336.806
0.0612245,340.267
0.0816327,344.544
0.102041,350.465
0.122449,356.768
0.142857,364.48
0.163265,371.812
0.183673,379.361
0.204082,386.695
0.22449,393.921
0.244898,400.955
0.265306,406.07
0.285714,409.864
0.306122,413.283
0.326531,419.406
0.346939,428.133
0.367347,428.021
0.387755,412.274
0.408163,378.921
0.428571,325.156
0.44898,262.35
0.469388,207.547
0.489796,163.82
0.510204,130.267
0.530612,106.212
0.55102,89.6885
0.571429,76.4668
0.591837,66.0692
0.612245,58.0672
0.632653,50.152
0.653061,43.5571
0.673469,38.2287
0.693878,33.0374
0.714286,28.9287
0.734694,25.52
0.755102,22.2833
0.77551,19.8859
0.795918,17.688
0.816327,15.6966
0.836735,14.0726
0.857143,12.6124
0.877551,11.1999
0.897959,10.1224
0.918367,9.10568
0.938776,8.12483
0.959184,7.40394
0.979592,6.69452
1,6.03659
