# 20260616_133940
# primespec:	data/PbPb276_cc_(0,5)plus15/primaryspec/spec_20260616_120515_012/spectr.txt
# qmax:	4
# ma:	0.354286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.108534
# [=>] Eabc:	0.177143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,6101.14
0.0204082,6207.92
0.0408163,6377.72
0.0612245,6907.91
0.0816327,7885.45
0.102041,7016.47
0.122449,3877.42
0.142857,1525.34
0.163265,700.409
0.183673,450.703
0.204082,316.786
0.22449,206.032
0.244898,142.227
0.265306,99.2571
0.285714,74.5284
0.306122,55.2387
0.326531,42.0782
0.346939,31.132
0.367347,23.9877
0.387755,18.837
0.408163,15.4116
0.428571,12.8717
0.44898,10.4252
0.469388,8.52195
0.489796,6.78135
0.510204,5.81589
0.530612,4.99679
0.55102,4.49034
0.571429,3.75661
0.591837,3.29271
0.612245,2.76531
0.632653,2.53437
0.653061,2.27957
0.673469,2.08358
0.693878,1.80891
0.714286,1.61455
0.734694,1.44789
0.755102,1.37356
0.77551,1.30537
0.795918,1.15566
0.816327,1.03926
0.836735,0.925155
0.857143,0.860505
0.877551,0.820315
0.897959,0.788319
0.918367,0.70489
0.938776,0.657241
0.959184,0.59689
0.979592,0.576035
1,0.5457
