# 20250617_161308
qT,primespec
0,12706.4
0.004004,12674.9
0.00800801,12640.7
0.012012,12583.2
0.016016,12480.6
0.02002,12353.7
0.024024,12203.8
0.028028,12024.3
0.032032,11826.8
0.036036,11603.2
0.04004,11361
0.044044,11101.1
0.048048,10822.7
0.0520521,10533
0.0560561,10228.9
0.0600601,9916.17
0.0640641,9596.45
0.0680681,9270.45
0.0720721,8943.63
0.0760761,8614.68
0.0800801,8288.07
0.0840841,7965.22
0.0880881,7646.73
0.0920921,7336.24
0.0960961,7032.83
0.1001,6738.78
0.104104,6454.81
0.108108,6180.59
0.112112,5917.34
0.116116,5664.42
0.12012,5421.71
0.124124,5189.15
0.128128,4966.05
0.132132,4751.71
0.136136,4545.98
0.14014,4347.97
0.144144,4157.17
0.148148,3973.46
0.152152,3796.35
0.156156,3625.55
0.16016,3461.52
0.164164,3303.92
0.168168,3153
0.172172,3009.88
0.176176,2873.52
0.18018,2745.62
0.184184,2626.08
0.188188,2514.55
0.192192,2412.75
0.196196,2318.93
0.2002,2233.99
0.204204,2157.75
0.208208,2088.76
0.212212,2027.23
0.216216,1972.09
0.22022,1921.95
0.224224,1876.35
0.228228,1834.34
0.232232,1793.99
0.236236,1755.67
0.24024,1717.88
0.244244,1679.76
0.248248,1641.62
0.252252,1602.71
0.256256,1562.96
0.26026,1522.94
0.264264,1482.63
0.268268,1442.36
0.272272,1403.33
0.276276,1365.12
0.28028,1328.92
0.284284,1295.19
0.288288,1263.63
0.292292,1235.26
0.296296,1209.52
0.3003,1186.27
0.304304,1165.6
0.308308,1146.82
0.312312,1129.07
0.316316,1112.59
0.32032,1096.21
0.324324,1079.3
0.328328,1062.02
0.332332,1043.57
0.336336,1023.8
0.34034,1003.03
0.344344,981.151
0.348348,958.336
0.352352,935.602
0.356356,912.608
0.36036,890.457
0.364364,869.651
0.368368,850.038
0.372372,832.781
0.376376,817.321
0.38038,803.873
0.384384,792.649
0.388388,782.918
0.392392,774.2
0.396396,766.605
0.4004,759.128
0.404404,751.152
0.408408,742.831
0.412412,733.419
0.416416,722.603
0.42042,710.706
0.424424,697.638
0.428428,683.415
0.432432,669.03
0.436436,654.171
0.44044,639.794
0.444444,626.43
0.448448,613.897
0.452452,603.266
0.456456,594.028
0.46046,586.317
0.464464,580.347
0.468468,575.412
0.472472,570.977
0.476476,567.19
0.48048,563.279
0.484484,558.561
0.488488,553.157
0.492492,546.779
0.496496,538.908
0.500501,530.045
0.504505,520.364
0.508509,509.783
0.512513,499.384
0.516517,488.906
0.520521,479.159
0.524525,470.661
0.528529,463.056
0.532533,457.202
0.536537,452.587
0.540541,448.968
0.544545,446.42
0.548549,444.441
0.552553,442.229
0.556557,439.834
0.560561,436.98
0.564565,433.037
0.568569,427.84
0.572573,421.86
0.576577,414.6
0.580581,406.695
0.584585,398.631
0.588589,390.306
0.592593,382.816
0.596597,375.857
0.600601,369.999
0.604605,365.657
0.608609,362.154
0.612613,359.883
0.616617,358.517
0.620621,357.355
0.624625,356.077
0.628629,354.77
0.632633,352.918
0.636637,349.861
0.640641,345.893
0.644645,341.079
0.648649,335.097
0.652653,328.88
0.656657,322.204
0.660661,315.729
0.664665,310.012
0.668669,304.787
0.672673,300.997
0.676677,298.092
0.680681,296.111
0.684685,295.294
0.688689,294.824
0.692693,294.255
0.696697,293.581
0.700701,292.668
0.704705,290.953
0.708709,287.975
0.712713,284.396
0.716717,279.735
0.720721,274.469
0.724725,269.15
0.728729,263.619
0.732733,258.855
0.736737,254.578
0.740741,251.225
0.744745,249.207
0.748749,247.717
0.752753,247.123
0.756757,247.002
0.760761,246.892
0.764765,246.499
0.768769,245.554
0.772773,244.189
0.776777,241.606
0.780781,238.111
0.784785,234.144
0.788789,229.373
0.792793,224.718
0.796797,220.053
0.800801,215.88
0.804805,212.705
0.808809,210.044
0.812813,208.636
0.816817,207.984
0.820821,207.584
0.824825,207.395
0.828829,207.295
0.832833,207.074
0.836837,205.906
0.840841,203.947
0.844845,201.426
0.848849,197.816
0.852853,193.942
0.856857,189.666
0.860861,185.438
0.864865,181.813
0.868869,178.508
0.872873,176.33
0.876877,174.83
0.880881,173.932
0.884885,173.862
0.888889,173.863
0.892893,173.854
0.896897,173.427
0.900901,172.566
0.904905,171.189
0.908909,168.679
0.912913,165.763
0.916917,162.243
0.920921,158.462
0.924925,154.984
0.928929,151.607
0.932933,149.137
0.936937,147.213
0.940941,145.987
0.944945,145.878
0.948949,145.878
0.952953,145.877
0.956957,145.821
0.960961,145.687
0.964965,145.173
0.968969,143.54
0.972973,141.495
0.976977,138.794
0.980981,135.666
0.984985,132.663
0.988989,129.602
0.992993,127.262
0.996997,125.373
1.001,124.126
1.00501,124.021
1.00901,124.106
1.01301,124.233
1.01702,124.553
1.02102,124.877
1.02503,124.717
1.02903,123.773
1.03303,122.484
1.03704,120.476
1.04104,117.948
1.04505,115.465
1.04905,112.835
1.05305,110.801
1.05706,109.185
1.06106,108.099
1.06507,108.028
1.06907,108.256
1.07307,108.565
1.07708,109.145
1.08108,109.707
1.08509,109.668
1.08909,109.096
1.09309,108.255
1.0971,106.663
1.1011,104.5
1.10511,102.365
1.10911,100.054
1.11311,98.2554
1.11712,96.8588
1.12112,95.9079
1.12513,95.8479
1.12913,96.1152
1.13313,96.4594
1.13714,97.0061
1.14114,97.5245
1.14515,97.49
1.14915,96.91
1.15315,96.0599
1.15716,94.5236
1.16116,92.4412
1.16517,90.3999
1.16917,88.205
1.17317,86.4872
1.17718,85.1625
1.18118,84.2469
1.18519,84.1619
1.18919,84.3339
1.19319,84.5447
1.1972,84.8264
1.2012,85.0851
1.20521,84.9793
1.20921,84.1668
1.21321,83.0422
1.21722,81.3935
1.22122,79.3149
1.22523,77.3358
1.22923,75.2817
1.23323,73.7437
1.23724,72.6628
1.24124,71.9278
1.24525,71.8741
1.24925,72.1159
1.25325,72.3434
1.25726,72.4915
1.26126,72.5989
1.26527,72.4597
1.26927,71.5474
1.27327,70.334
1.27728,68.7705
1.28128,66.9306
1.28529,65.2969
1.28929,63.6765
1.29329,62.6936
1.2973,62.3041
1.3013,62.072
1.30531,62.1536
1.30931,62.7584
1.31331,63.2625
1.31732,63.4591
1.32132,63.5844
1.32533,63.4607
1.32933,62.5815
1.33333,61.4451
1.33734,60.0996
1.34134,58.6197
1.34535,57.4871
1.34935,56.4647
1.35335,55.993
1.35736,56.1011
1.36136,56.3586
1.36537,56.7528
1.36937,57.5097
1.37337,57.9566
1.37738,57.917
1.38138,57.8052
1.38539,57.4993
1.38939,56.4105
1.39339,55.1134
1.3974,53.7733
1.4014,52.439
1.40541,51.5848
1.40941,50.9233
1.41341,50.6248
1.41742,50.8025
1.42142,51.1696
1.42543,51.4795
1.42943,51.7958
1.43343,51.9595
1.43744,51.6489
1.44144,50.9042
1.44545,49.9839
1.44945,48.6051
1.45345,47.2046
1.45746,45.8896
1.46146,44.7307
1.46547,44.1978
1.46947,43.8928
1.47347,43.7637
1.47748,44.0048
1.48148,44.4229
1.48549,44.5136
1.48949,44.4652
1.49349,44.3726
1.4975,43.8518
1.5015,42.8028
1.50551,41.7261
1.50951,40.4592
1.51351,39.4007
1.51752,38.6541
1.52152,38.0984
1.52553,38.0261
1.52953,38.2897
1.53353,38.6473
1.53754,39.104
1.54154,39.5838
1.54555,39.6666
1.54955,39.4651
1.55355,39.1331
1.55756,38.4761
1.56156,37.4815
1.56557,36.5991
1.56957,35.6735
1.57357,35.1677
1.57758,35.1719
1.58158,35.1991
1.58559,35.3102
1.58959,35.886
1.59359,36.4285
1.5976,36.6338
1.6016,36.7698
1.60561,36.7289
1.60961,36.1294
1.61361,35.3069
1.61762,34.3944
1.62162,33.3798
1.62563,32.6709
1.62963,32.0945
1.63363,31.7983
1.63764,31.8946
1.64164,32.1426
1.64565,32.3857
1.64965,32.6753
1.65365,32.8517
1.65766,32.682
1.66166,32.2037
1.66567,31.5953
1.66967,30.6324
1.67367,29.6307
1.67768,28.7187
1.68168,27.9077
1.68569,27.6422
1.68969,27.5691
1.69369,27.5385
1.6977,27.7492
1.7017,28.1864
1.70571,28.3118
1.70971,28.2866
1.71371,28.2352
1.71772,27.903
1.72172,27.1495
1.72573,26.4111
1.72973,25.5774
1.73373,24.9672
1.73774,24.738
1.74174,24.593
1.74575,24.5987
1.74975,24.9903
1.75375,25.4753
1.75776,25.8337
1.76176,26.1479
1.76577,26.2043
1.76977,25.9355
1.77377,25.5158
1.77778,24.9445
1.78178,24.2019
1.78579,23.6599
1.78979,23.216
1.79379,22.9693
1.7978,23.0537
1.8018,23.3145
1.80581,23.6012
1.80981,23.9972
1.81381,24.2697
1.81782,24.2129
1.82182,23.999
1.82583,23.6808
1.82983,23.0026
1.83383,22.2254
1.83784,21.5174
1.84184,20.8517
1.84585,20.6039
1.84985,20.5336
1.85385,20.5021
1.85786,20.6512
1.86186,21.0049
1.86587,21.1234
1.86987,21.0929
1.87387,21.0298
1.87788,20.7549
1.88188,20.1157
1.88589,19.481
1.88989,18.7705
1.89389,18.2296
1.8979,18.0251
1.9019,17.8962
1.90591,17.8856
1.90991,18.1855
1.91391,18.5698
1.91792,18.8222
1.92192,19.0361
1.92593,19.0811
1.92993,18.8369
1.93393,18.4527
1.93794,17.9849
1.94194,17.406
1.94595,17.0445
1.94995,16.8151
1.95395,16.6897
1.95796,16.7929
1.96196,17.1273
1.96597,17.4483
1.96997,17.7912
1.97397,18.0256
1.97798,17.977
1.98198,17.7632
1.98599,17.4702
1.98999,16.9287
1.99399,16.3392
1.998,15.8754
2.002,15.4648
2.00601,15.3457
2.01001,15.4153
2.01401,15.5358
2.01802,15.7274
2.02202,16.0036
2.02603,16.097
2.03003,15.9963
2.03403,15.8072
2.03804,15.4702
2.04204,14.89
2.04605,14.3603
2.05005,13.8159
2.05405,13.4544
2.05806,13.4387
2.06206,13.4638
2.06607,13.5169
2.07007,13.811
2.07407,14.1199
2.07808,14.176
2.08208,14.1989
2.08609,14.1917
2.09009,13.8863
2.09409,13.4342
2.0981,13.0185
2.1021,12.587
2.10611,12.4421
2.11011,12.4606
